wkt_geom	OBJECTID_1	OBJECTID	DTMN11	FR11	SEC11	SS11	BGRI11	LUG11	LUG11DESIG	OBJECTID_12	ANO	GEO_COD	GEO_COD_DSG	NIVEL	NIVEL_DSG	N_EDIFICIOS_CLASSICOS	N_EDIFICIOS_CLASSICOS_1OU2	N_EDIFICIOS_CLASSICOS_ISOLADOS	N_EDIFICIOS_CLASSICOS_GEMIN	N_EDIFICIOS_CLASSICOS_EMBANDA	N_EDIFICIOS_CLASSICOS_3OUMAIS	N_EDIFICIOS_CLASSICOS_OUTROS	N_EDIFICIOS_EXCLUSIV_RESID	N_EDIFICIOS_PRINCIPAL_RESID	N_EDIFICIOS_PRINCIP_NAO_RESID	N_EDIFICIOS_1OU2_PISOS	N_EDIFICIOS_3OU4_PISOS	F_N_EDIFICIOS_5OU_MAIS_PISOS	N_EDIFICIOS_CONSTR_ANTES_1919	N_EDIFICIOS_CONSTR_1919A1945	N_EDIFICIOS_CONSTR_1946A1960	N_EDIFICIOS_CONSTR_1961A1970	N_EDIFICIOS_CONSTR_1971A1980	N_EDIFICIOS_CONSTR_1981A1990	N_EDIFICIOS_CONSTR_1991A1995	N_EDIFICIOS_CONSTR_1996A2000	N_EDIFICIOS_CONSTR_2001A2005	N_EDIFICIOS_CONSTR_2006A2011	N_EDIFICIOS_ESTRUT_BETAO	N_EDIFICIOS_ESTRUT_COM_PLACA	N_EDIFICIOS_ESTRUT_SEM_PLACA	N_EDIFICIOS_ESTRUT_ADOBE_PEDRA	N_EDIFICIOS_ESTRUT_OUTRA	N_ALOJAMENTOS	N_ALOJAMENTOS_FAMILIARES	N_ALOJAMENTOS_FAM_CLASSICOS	N_ALOJAMENTOS_FAM_N_CLASSICOS	N_ALOJAMENTOS_COLECTIVOS	N_CLASSICOS_RES_HABITUAL	N_ALOJAMENTOS_RES_HABITUAL	N_ALOJAMENTOS_VAGOS	N_RES_HABITUAL_COM_AGUA	N_RES_HABITUAL_COM_RETRETE	N_RES_HABITUAL_COM_ESGOTOS	N_RES_HABITUAL_COM_BANHO	N_RES_HABITUAL_AREA_50	N_RES_HABITUAL_AREA_50_100	N_RES_HABITUAL_AREA_100_200	N_RES_HABITUAL_AREA_200	N_RES_HABITUAL_1_2_DIV	N_RES_HABITUAL_3_4_DIV	N_RES_HABITUAL_ESTAC_1	N_RES_HABITUAL_ESTAC_2	N_RES_HABITUAL_ESTAC_3	N_RES_HABITUAL_PROP_OCUP	N_RES_HABITUAL_ARREND	N_FAMILIAS_CLASSICAS	N_FAMILIAS_INSTITUCIONAIS	N_FAMILIAS_CLASSICAS_1OU2_PESS	N_FAMILIAS_CLASSICAS_3OU4_PESS	N_FAMILIAS_CLASSICAS_NPES65	N_FAMILIAS_CLASSICAS_NPES14	N_FAMILIAS_CLASSIC_SEM_DESEMP	N_FAMILIAS_CLASSIC_1DESEMPREG	N_FAMILIAS_CLASS_2MAIS_DESEMP	N_NUCLEOS_FAMILIARES	N_NUCLEOS_1FILH_NAO_CASADO	N_NUCLEOS_2FILH_NAO_CASADO	N_NUCLEOS_FILH_INF_6ANOS	N_NUCLEOS_FILH_INF_15ANOS	N_NUCLEOS_FILH_MAIS_15ANOS	N_INDIVIDUOS_PRESENT	N_INDIVIDUOS_PRESENT_H	N_INDIVIDUOS_PRESENT_M	N_INDIVIDUOS_RESIDENT	N_INDIVIDUOS_RESIDENT_H	N_INDIVIDUOS_RESIDENT_M	N_INDIVIDUOS_RESIDENT_0A4	N_INDIVIDUOS_RESIDENT_5A9	N_INDIVIDUOS_RESIDENT_10A13	N_INDIVIDUOS_RESIDENT_14A19	N_INDIVIDUOS_RESIDENT_15A19	N_INDIVIDUOS_RESIDENT_20A24	N_INDIVIDUOS_RESIDENT_20A64	N_INDIVIDUOS_RESIDENT_25A64	N_INDIVIDUOS_RESIDENT_65	N_INDIVIDUOS_RESIDENT_H_0A4	N_INDIVIDUOS_RESIDENT_H_5A9	N_INDIVIDUOS_RESIDENT_H_10A13	N_INDIVIDUOS_RESIDENT_H_14A19	N_INDIVIDUOS_RESIDENT_H_15A19	N_INDIVIDUOS_RESIDENT_H_20A24	N_INDIVIDUOS_RESIDENT_H_20A64	N_INDIVIDUOS_RESIDENT_H_25A64	N_INDIVIDUOS_RESIDENT_H_65	N_INDIVIDUOS_RESIDENT_M_0A4	N_INDIVIDUOS_RESIDENT_M_5A9	N_INDIVIDUOS_RESIDENT_M_10A13	N_INDIVIDUOS_RESIDENT_M_14A19	N_INDIVIDUOS_RESIDENT_M_15A19	N_INDIVIDUOS_RESIDENT_M_20A24	N_INDIVIDUOS_RESIDENT_M_20A64	N_INDIVIDUOS_RESIDENT_M_25A64	N_INDIVIDUOS_RESIDENT_M_65	N_INDIV_RESIDENT_N_LER_ESCRV	N_IND_RESIDENT_FENSINO_1BAS	N_IND_RESIDENT_FENSINO_2BAS	N_IND_RESIDENT_FENSINO_3BAS	N_IND_RESIDENT_FENSINO_SEC	N_IND_RESIDENT_FENSINO_POSSEC	N_IND_RESIDENT_FENSINO_SUP	N_IND_RESIDENT_ENSINCOMP_1BAS	N_IND_RESIDENT_ENSINCOMP_2BAS	N_IND_RESIDENT_ENSINCOMP_3BAS	N_IND_RESIDENT_ENSINCOMP_SEC	N_IND_RESIDENT_ENSINCOMP_POSEC	N_IND_RESIDENT_ENSINCOMP_SUP	N_IND_RESID_DESEMP_PROC_1EMPRG	N_IND_RESID_DESEMP_PROC_EMPRG	N_IND_RESID_EMPREGADOS	N_IND_RESID_PENS_REFORM	N_IND_RESID_SEM_ACT_ECON	N_IND_RESID_EMPREG_SECT_PRIM	N_IND_RESID_EMPREG_SECT_SEQ	N_IND_RESID_EMPREG_SECT_TERC	N_IND_RESID_ESTUD_MUN_RESID	N_IND_RESID_TRAB_MUN_RESID
MultiPolygon (((-37955.24100000038743019 164269.5044999998062849, -37978.38709999993443489 164279.06399999931454659, -38055.02520000003278255 164118.18290000036358833, -38036.96889999974519014 164108.18640000000596046, -38030.76310000009834766 164107.46649999916553497, -38028.06429999973624945 164107.91750000044703484, -38021.58860000036656857 164110.7073999997228384, -38013.85400000028312206 164114.48630000092089176, -38007.28930000029504299 164118.44519999995827675, -38000.36359999980777502 164123.303999999538064, -37993.52900000009685755 164128.97179999947547913, -37987.32330000028014183 164133.92070000059902668, -37984.98440000042319298 164135.54059999994933605, -37983.27550000045448542 164136.25960000045597553, -37979.04870000015944242 164137.33960000053048134, -37966.90730000007897615 164141.38849999941885471, -37961.42050000000745058 164143.00940000079572201, -37959.17260000016540289 164144.35940000042319298, -37957.91370000038295984 164145.43840000033378601, -37956.02479999978095293 164148.13829999975860119, -37955.03390000015497208 164149.87920000031590462, -37951.18819999974220991 164161.14780000038444996, -37947.35140000004321337 164173.21929999999701977, -37943.76269999984651804 164181.80900000035762787, -37939.9259000001475215 164187.37979999929666519, -37936.58409999962896109 164189.46969999931752682, -37934.50920000020414591 164190.39570000022649765, -37933.13030000030994415 164194.55949999950826168, -37917.45810000039637089 164210.26200000010430813, -37912.29339999984949827 164212.94290000014007092, -37905.4247000003233552 164212.8489999994635582, -37893.84109999984502792 164209.93310000002384186, -37877.42399999964982271 164226.40760000050067902, -37891.22759999986737967 164243.06579999998211861, -37945.52740000002086163 164265.4926999993622303, -37955.24100000038743019 164269.5044999998062849)))	348	11079	1312	03	053	06	13120305306	007437	Porto	199767	2011	13120305306		8	Subsecção	56	56	2	7	47	0	0	53	3	0	56	0	0	48	7	0	0	1	0	0	0	0	0	0	7	49	0	0	56	56	56	0	0	37	37	18	37	33	37	33	15	18	4	0	3	22	8	1	0	18	19	37	0	28	8	24	2	29	7	1	29	8	3	1	2	10	75	35	40	82	37	45	1	1	0	3	2	6	42	36	35	0	0	0	1	1	2	24	22	12	1	1	0	2	1	4	18	14	23	2	7	1	3	0	0	3	39	10	6	8	0	2	1	8	20	43	50	0	1	19	14	15
MultiPolygon (((-36981.92160000000149012 164274.1484999991953373, -37009.95550000015646219 164282.1919999998062849, -37087.14109999965876341 164279.10569999925792217, -37103.75329999998211861 164275.68280000053346157, -37122.39840000029653311 164267.86600000038743019, -37145.09630000032484531 164247.65770000033080578, -37162.8631999995559454 164215.87890000082552433, -37163.08619999978691339 164215.47990000061690807, -37222.39300000015646219 164153.67300000041723251, -37241.6377999996766448 164109.52669999934732914, -37268.64419999998062849 164065.40430000051856041, -37251.84279999975115061 164055.68969999998807907, -37232.73869999963790178 164055.25989999994635582, -37198.11019999999552965 164062.53480000048875809, -37162.90180000010877848 164062.74489999935030937, -37137.92999999970197678 164073.92960000038146973, -37098.78490000031888485 164094.39699999988079071, -37053.34109999984502792 164121.61720000021159649, -37003.52369999978691339 164160.54289999976754189, -36995.47410000022500753 164166.18170000053942204, -36981.58700000029057264 164206.9022000003606081, -36985.37139999959617853 164261.18600000068545341, -36981.92160000000149012 164274.1484999991953373)))	349	11080	1312	03	052	07	13120305207	007437	Porto	199755	2011	13120305207		8	Subsecção	62	53	4	0	49	9	0	56	6	0	47	15	0	42	2	0	0	0	1	0	8	9	0	20	0	42	0	0	88	88	88	0	0	65	65	20	65	62	65	59	19	36	8	2	7	39	12	8	1	23	35	65	0	42	22	29	11	55	8	2	44	19	2	3	11	14	138	58	80	141	61	80	4	7	4	10	10	0	78	78	38	3	1	3	4	4	0	40	40	10	1	6	1	6	6	0	38	38	28	11	6	3	7	1	0	1	58	22	21	8	0	3	1	11	36	50	78	0	7	29	19	26
MultiPolygon (((-36913.93350000027567148 164264.33830000087618828, -36922.56610000040382147 164262.85529999993741512, -36938.27940000034868717 164260.97330000065267086, -36955.42870000004768372 164258.6022999994456768, -36981.92160000000149012 164274.1484999991953373, -36985.37139999959617853 164261.18600000068545341, -36981.58700000029057264 164206.9022000003606081, -36995.47410000022500753 164166.18170000053942204, -37003.52369999978691339 164160.54289999976754189, -37053.34109999984502792 164121.61720000021159649, -37015.3207999998703599 164119.508500000461936, -36987.41100000031292439 164123.55650000087916851, -36970.64580000005662441 164125.98850000090897083, -36919.51020000036805868 164143.02810000069439411, -36908.67269999999552965 164148.97089999914169312, -36904.1780000003054738 164152.96580000035464764, -36900.18329999968409538 164167.44920000061392784, -36891.75619999971240759 164232.18569999933242798, -36891.8563000001013279 164242.23430000059306622, -36891.8563000001013279 164246.01510000042617321, -36892.4232999999076128 164248.89399999938905239, -36895.38420000020414591 164251.37089999951422215, -36908.70469999965280294 164254.53070000000298023, -36911.42559999972581863 164256.25459999963641167, -36912.64649999979883432 164259.08049999922513962, -36913.93350000027567148 164264.33830000087618828)))	346	11077	1312	03	052	08	13120305208	007437	Porto	199756	2011	13120305208		8	Subsecção	63	63	9	0	54	0	0	63	0	0	62	1	0	54	1	0	0	1	0	0	7	0	0	8	1	53	1	0	64	64	64	0	0	51	51	10	51	47	51	43	17	28	5	1	8	30	6	3	4	18	28	51	0	33	13	25	9	42	9	0	35	13	3	2	9	13	115	52	63	117	54	63	2	4	4	4	3	9	68	59	35	0	2	0	1	1	4	31	27	20	2	2	4	3	2	5	37	32	15	4	3	3	3	3	0	1	61	14	15	8	1	4	2	7	36	40	61	0	11	25	11	27
MultiPolygon (((-38877.18329999968409538 164226.8311999998986721, -38995.8735999995842576 164274.25170000083744526, -38974.75860000029206276 164190.76410000026226044, -38881.26779999956488609 164195.88839999958872795, -38831.54600000008940697 164198.93150000087916851, -38803.89919999986886978 164196.80980000086128712, -38827.58440000005066395 164221.99059999920427799, -38857.45540000032633543 164253.74819999933242798, -38877.18329999968409538 164226.8311999998986721)))	347	11078	1312	02	044	02	13120204402	007437	Porto	199446	2011	13120204402		8	Subsecção	21	12	0	2	10	7	2	13	8	0	3	8	10	11	1	1	4	3	1	0	0	0	0	8	2	11	0	0	61	58	58	0	3	47	47	8	47	47	47	46	2	20	21	4	0	13	1	1	0	22	23	51	0	43	6	24	3	46	5	0	23	3	2	2	3	4	116	46	70	94	41	53	2	3	1	3	3	9	48	39	37	1	1	0	0	0	4	25	21	14	1	2	1	3	3	5	23	18	23	1	2	0	4	2	0	11	14	9	9	15	1	37	3	2	29	44	54	0	5	24	17	13
MultiPolygon (((-41737.6898999996483326 164216.39149999991059303, -41742.64709999971091747 164254.92679999954998493, -41758.74440000019967556 164253.74259999953210354, -41804.53540000040084124 164250.98599999956786633, -41798.46059999987483025 164245.67730000056326389, -41787.39859999995678663 164202.21130000054836273, -41772.08040000032633543 164212.04209999926388264, -41767.15369999967515469 164215.11109999939799309, -41766.11579999979585409 164224.97269999980926514, -41746.82459999993443489 164223.79399999976158142, -41737.6898999996483326 164216.39149999991059303)))	344	11075	1312	07	015	05	13120701505	007437	Porto	200277	2011	13120701505		8	Subsecção	8	5	0	0	5	3	0	3	5	0	1	7	0	2	2	4	0	0	0	0	0	0	0	5	1	2	0	0	16	16	15	1	0	8	9	5	8	8	8	8	1	6	1	0	0	5	0	0	0	1	7	9	0	5	3	2	2	6	2	1	6	2	1	2	2	2	19	8	11	21	9	12	3	0	1	2	2	0	13	13	2	0	0	0	1	1	0	6	6	2	3	0	1	1	1	0	7	7	0	1	0	1	0	0	0	0	7	2	4	2	0	2	2	2	7	3	6	0	0	7	2	6
MultiPolygon (((-41620.09470000024884939 164185.39760000072419643, -41684.06969999987632036 164259.23249999992549419, -41742.64709999971091747 164254.92679999954998493, -41737.6898999996483326 164216.39149999991059303, -41694.49380000028759241 164215.63120000064373016, -41661.08090000040829182 164181.73909999988973141, -41644.02450000029057264 164167.74899999983608723, -41639.99069999996572733 164164.44019999913871288, -41620.07650000043213367 164166.45240000076591969, -41585.0198999997228384 164150.29460000060498714, -41620.09470000024884939 164185.39760000072419643)))	345	11076	1312	07	015	04	13120701504	007437	Porto	200276	2011	13120701504		8	Subsecção	3	2	0	0	2	1	0	2	1	0	2	1	0	0	0	1	1	0	0	0	0	0	1	3	0	0	0	0	4	4	4	0	0	4	4	0	4	4	4	4	0	2	1	1	0	3	2	1	0	2	1	4	0	3	1	3	0	3	1	0	4	3	0	0	0	3	7	5	2	9	5	4	0	0	0	0	0	0	6	6	3	0	0	0	0	0	0	4	4	1	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	2	0	3	2	1	1	0	1	3	2	5	0	1	2	0	2
MultiPolygon (((-41787.39859999995678663 164202.21130000054836273, -41798.46059999987483025 164245.67730000056326389, -41804.53540000040084124 164250.98599999956786633, -41857.14709999971091747 164245.00840000063180923, -41834.70779999997466803 164226.25559999980032444, -41818.68640000000596046 164208.65259999968111515, -41799.0669999998062849 164188.28270000033080578, -41742.30900000035762787 164137.35869999974966049, -41727.24450000002980232 164126.51640000008046627, -41711.82809999957680702 164115.67410000041127205, -41694.66069999989122152 164105.16080000065267086, -41673.63949999958276749 164094.64750000089406967, -41656.82320000045001507 164086.76209999993443489, -41633.6990999998524785 164078.87780000083148479, -41614.77979999966919422 164072.30739999935030937, -41600.41540000028908253 164069.02170000039041042, -41577.64340000040829182 164065.73719999939203262, -41561.87799999956041574 164063.10859999991953373, -41543.65880000032484531 164062.4528999999165535, -41525.44060000032186508 164062.45319999940693378, -41505.82149999961256981 164062.78150000050663948, -41488.41720000002533197 164064.10569999925792217, -41463.89329999964684248 164067.39289999939501286, -41451.6309000002220273 164070.02099999971687794, -41443.22530000004917383 164073.60500000044703484, -41471.81199999991804361 164072.45759999938309193, -41499.42789999954402447 164074.42909999936819077, -41544.26800000015646219 164078.62319999933242798, -41601.38370000012218952 164104.47430000081658363, -41623.75389999989420176 164115.28150000050663948, -41657.86259999964386225 164138.83999999985098839, -41688.73450000025331974 164160.14560000039637089, -41723.55910000018775463 164171.47360000014305115, -41758.76559999957680702 164174.71189999952912331, -41774.02199999988079071 164181.0563999991863966, -41784.37770000007003546 164190.38089999929070473, -41787.39859999995678663 164202.21130000054836273)))	342	11073	1312	07	015	06	13120701506	007437	Porto	200278	2011	13120701506		8	Subsecção	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MultiPolygon (((-38182.65890000015497208 164252.69079999998211861, -38200.51879999972879887 164253.50009999983012676, -38205.30790000036358833 164244.16410000063478947, -38231.70529999956488609 164208.02639999985694885, -38255.68499999959021807 164179.41139999963343143, -38309.97190000023692846 164109.30189999938011169, -38299.77029999997466803 164100.66430000029504299, -38225.17279999982565641 164125.91469999961555004, -38211.88839999958872795 164128.58870000019669533, -38158.39879999961704016 164135.79370000027120113, -38148.55709999985992908 164153.44280000030994415, -38148.58129999972879887 164153.46279999986290932, -38154.58710000012069941 164158.44270000047981739, -38156.69720000028610229 164163.88240000046789646, -38156.40739999990910292 164171.13209999911487103, -38153.83779999986290932 164182.8823000006377697, -38149.3080000001937151 164200.56189999915659428, -38182.65890000015497208 164252.69079999998211861)))	343	11074	1312	02	045	01	13120204501	007437	Porto	199449	2011	13120204501		8	Subsecção	31	27	2	4	21	4	0	30	1	0	23	8	0	0	23	6	0	0	0	1	0	0	1	8	7	16	0	0	46	46	46	0	0	34	34	10	33	33	33	31	9	16	8	1	3	16	1	1	2	11	22	34	0	27	7	19	3	30	4	0	17	2	4	0	2	6	63	31	32	65	31	34	1	0	1	4	3	2	36	34	23	1	0	0	0	0	1	16	15	14	0	0	1	4	3	1	20	19	9	1	1	1	2	2	0	1	34	7	8	4	0	9	0	4	25	24	33	0	4	21	6	16
MultiPolygon (((-38536.92489999998360872 164204.94690000079572201, -38584.39520000014454126 164240.75620000064373016, -38586.21219999995082617 164247.22089999914169312, -38613.97790000028908253 164241.20199999958276749, -38720.15799999982118607 164216.36639999970793724, -38732.39549999963492155 164213.5044999998062849, -38726.366499999538064 164189.65949999913573265, -38687.37069999985396862 164138.32469999976456165, -38685.76769999973475933 164136.21480000019073486, -38643.40170000027865171 164049.71639999933540821, -38640.53880000021308661 164047.09559999965131283, -38633.9869999997317791 164041.09579999931156635, -38535.51609999965876341 163919.93319999985396862, -38493.14230000041425228 163949.38419999927282333, -38457.07809999957680702 163973.52850000001490116, -38438.97900000028312206 163986.30910000018775463, -38436.67810000013560057 163988.46600000001490116, -38435.41019999980926514 163989.65589999966323376, -38415.73330000042915344 164010.35720000043511391, -38412.30750000011175871 164013.96110000088810921, -38403.43900000024586916 164027.26759999990463257, -38391.91870000027120113 164044.54900000058114529, -38390.80279999971389771 164047.4488999992609024, -38390.80279999971389771 164049.68080000020563602, -38392.26779999956488609 164058.21250000037252903, -38396.21179999969899654 164072.61290000006556511, -38398.25779999978840351 164081.87150000035762787, -38405.94759999960660934 164093.47299999929964542, -38404.0906999995931983 164104.7476000003516674, -38433.79169999994337559 164127.15149999968707561, -38536.92489999998360872 164204.94690000079572201)))	340	11071	1312	02	043	03	13120204303	007437	Porto	199443	2011	13120204303		8	Subsecção	20	14	6	1	7	6	0	14	6	0	9	9	2	1	4	11	2	1	0	1	0	0	0	5	14	1	0	0	50	50	50	0	0	33	33	14	33	33	33	32	5	22	3	3	5	18	3	1	2	12	20	33	0	20	10	11	10	29	4	0	24	15	1	3	9	8	70	30	40	77	34	43	2	7	5	2	2	2	48	46	13	0	2	3	1	1	0	24	24	4	2	5	2	1	1	2	24	22	9	1	5	3	1	3	0	2	19	8	15	15	0	7	0	4	35	14	24	0	6	29	15	24
MultiPolygon (((-39567.74399999994784594 164211.39130000025033951, -39561.92030000034719706 164220.05509999953210354, -39556.91770000010728836 164233.25359999947249889, -39553.89389999955892563 164243.51730000041425228, -39551.17509999964386225 164250.16709999926388264, -39621.69890000019222498 164230.69470000080764294, -39634.58930000010877848 164229.40560000017285347, -39656.07330000028014183 164225.1084000002592802, -39672.83150000032037497 164219.52239999920129776, -39695.1744999997317791 164212.64629999920725822, -39709.78380000032484531 164208.34930000081658363, -39723.10419999994337559 164204.05220000073313713, -39739.86139999981969595 164198.03619999997317791, -39749.74490000028163195 164189.01339999958872795, -39763.06419999990612268 164179.98960000090301037, -39794.86060000024735928 164156.35600000061094761, -39802.31759999971836805 164145.72519999928772449, -39786.17690000031143427 164114.63590000011026859, -39779.15660000033676624 164100.35620000027120113, -39771.40620000008493662 164081.8868000004440546, -39765.70600000023841858 164076.88690000027418137, -39760.17630000039935112 164077.44690000079572201, -39752.56620000023394823 164078.44739999994635582, -39692.89800000004470348 164112.85820000059902668, -39661.56909999996423721 164141.28820000030100346, -39647.09970000013709068 164155.50860000029206276, -39641.69959999993443489 164159.69859999977052212, -39635.62959999963641167 164164.35889999940991402, -39606.21210000012069941 164186.44669999927282333, -39567.74399999994784594 164211.39130000025033951)))	341	11072	1312	12	020	15	13121202015	007437	Porto	201029	2011	13121202015		8	Subsecção	48	11	1	4	6	37	0	0	37	11	8	36	4	27	16	5	0	0	0	0	0	0	0	5	2	41	0	0	136	134	134	0	2	66	66	48	66	66	66	63	14	42	8	2	5	42	2	0	0	7	56	72	0	52	18	30	9	54	16	2	36	14	4	2	9	14	143	72	71	141	72	69	2	1	7	4	4	13	85	72	42	2	1	6	1	1	9	43	34	19	0	0	1	3	3	4	42	38	23	3	2	5	4	6	0	5	47	20	30	13	1	19	5	15	43	47	68	0	3	40	23	36
MultiPolygon (((-40645.44510000012814999 164059.74750000052154064, -40645.44979999959468842 164059.77180000022053719, -40667.6377999996766448 164174.3953000009059906, -40679.3723999997600913 164236.61800000071525574, -40679.41399999987334013 164236.61209999956190586, -40727.8948999997228384 164229.77459999918937683, -40760.0684000002220273 164223.70930000022053719, -40748.82340000011026859 164179.33129999972879887, -40742.31639999989420176 164143.81990000046789646, -40732.79330000001937151 164094.58200000040233135, -40728.66309999953955412 164061.16349999979138374, -40655.11610000021755695 164042.5073000006377697, -40655.07400000002235174 164042.49660000018775463, -40647.61539999954402447 164055.87719999998807907, -40645.44510000012814999 164059.74750000052154064)))	338	11069	1312	08	003	02	13120800302	007437	Porto	200289	2011	13120800302		8	Subsecção	11	2	0	0	2	9	0	7	4	0	2	7	2	0	0	0	5	2	0	3	0	1	0	0	7	4	0	0	43	43	43	0	0	25	25	11	25	25	25	25	4	18	3	0	4	17	0	0	0	3	21	25	0	19	6	13	2	21	4	0	17	5	3	0	2	7	54	22	32	52	21	31	0	1	1	1	0	4	32	28	17	0	1	0	0	0	2	14	12	6	0	0	1	1	0	2	18	16	11	4	1	1	1	2	0	2	17	8	9	9	2	0	0	4	23	19	22	0	3	20	7	18
MultiPolygon (((-39351.81269999966025352 164160.92549999989569187, -39357.49480000045150518 164243.9140000008046627, -39357.49560000002384186 164243.93469999916851521, -39395.08169999998062849 164229.03329999931156635, -39448.06620000023394823 164210.93219999969005585, -39453.69689999986439943 164208.62319999933242798, -39458.86569999996572733 164207.42320000007748604, -39477.19479999970644712 164204.23100000061094761, -39466.13190000038594007 164161.32890000008046627, -39462.46119999978691339 164146.5130000002682209, -39351.81269999966025352 164160.92549999989569187)))	339	11070	1312	12	022	03	13121202203	007437	Porto	201035	2011	13121202203		8	Subsecção	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MultiPolygon (((-41746.82459999993443489 164223.79399999976158142, -41766.11579999979585409 164224.97269999980926514, -41767.15369999967515469 164215.11109999939799309, -41772.08040000032633543 164212.04209999926388264, -41787.39859999995678663 164202.21130000054836273, -41784.37770000007003546 164190.38089999929070473, -41774.02199999988079071 164181.0563999991863966, -41758.76559999957680702 164174.71189999952912331, -41745.87440000008791685 164197.46619999967515469, -41737.6898999996483326 164216.39149999991059303, -41746.82459999993443489 164223.79399999976158142)))	336	11067	1312	07	015	07	13120701507	007437	Porto	200279	2011	13120701507		8	Subsecção	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	2	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	1	4	2	2	4	2	2	0	0	0	1	1	1	3	2	0	0	0	0	0	0	1	2	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	3	0	1	0	0	0	0	2	1	0	1	0	0	1	1	1
MultiPolygon (((-37854.5977999996393919 164198.86180000007152557, -37877.42399999964982271 164226.40760000050067902, -37893.84109999984502792 164209.93310000002384186, -37905.4247000003233552 164212.8489999994635582, -37912.29339999984949827 164212.94290000014007092, -37917.45810000039637089 164210.26200000010430813, -37933.13030000030994415 164194.55949999950826168, -37934.50920000020414591 164190.39570000022649765, -37936.90500000026077032 164183.16000000014901161, -37936.35280000045895576 164159.84190000034868717, -37942.42929999995976686 164137.90570000000298023, -37974.56039999984204769 164089.7135000005364418, -38033.67100000008940697 164005.94050000049173832, -38027.77280000038444996 163959.24440000019967556, -38051.42069999966770411 163951.32249999977648258, -38066.95990000013262033 163943.40080000087618828, -38077.77039999980479479 163931.51820000074803829, -38082.83800000045448542 163916.14980000071227551, -38082.16179999988526106 163892.70069999992847443, -38066.79030000045895576 163879.55130000039935112, -38101.52440000046044588 163843.63049999997019768, -38110.0598999997600913 163832.20749999955296516, -38150.90799999982118607 163769.92760000005364418, -38163.03780000004917383 163751.98750000074505806, -38057.05630000028759241 163644.4715999998152256, -38004.79789999965578318 163690.96209999918937683, -37936.4209000002592802 163763.30250000022351742, -37851.71190000046044588 163777.37409999966621399, -37775.26269999984651804 163785.99620000086724758, -37694.01410000026226044 163792.11790000088512897, -37595.90139999985694885 163787.13929999992251396, -37602.56319999974220991 163928.91489999927580357, -37602.33739999961107969 163943.83330000005662441, -37603.8551000002771616 164022.31120000034570694, -37603.79459999967366457 164078.26390000060200691, -37676.85819999966770411 164054.12450000084936619, -37762.92169999983161688 164083.88790000043809414, -37854.5977999996393919 164198.86180000007152557)))	337	11068	1312	03	054	01	13120305401	007437	Porto	199768	2011	13120305401		8	Subsecção	18	17	1	1	15	1	0	13	5	0	15	3	0	6	11	0	0	0	0	0	0	1	0	9	0	9	0	0	22	22	22	0	0	16	16	5	16	16	16	15	4	10	2	0	0	12	3	0	2	7	9	16	0	8	4	11	5	13	2	1	16	6	1	2	5	3	44	21	23	48	23	25	2	2	4	3	3	2	20	18	17	0	1	1	1	1	1	12	11	8	2	1	3	2	2	1	8	7	9	0	1	3	1	0	0	1	21	6	6	7	0	3	1	3	13	18	23	0	2	11	8	9
