WKT,fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area
"MULTIPOLYGON (((-36833.0016 165328.427300001,-36823.6369 165319.8507,-36820.974 165317.9038,-36816.5381 165314.656,-36807.8835 165310.2732,-36798.0159 165305.8904,-36787.9763 165303.1306,-36769.454 165301.1808,-36749.7209 165299.231899999,-36742.2202 165298.656,-36764.6361 165284.080499999,-36771.8708 165279.703600001,-36778.4044 165276.8587,-36782.5163 165275.1107,-36793.0168 165271.607799999,-36802.5843 165268.5439,-36814.4858 165264.167,-36823.3534 165258.4772,-36829.887 165253.443299999,-36834.5538 165247.3156,-36838.0546 165241.187799999,-36832.8518 165238.709899999,-36827.399 165236.177,-36817.6384 165231.636299999,-36811.4536 165228.0605,-36807.7337 165225.355599999,-36804.7258 165223.5397,-36787.3635 165214.5141,-36785.3776 165213.8902,-36782.6547 165214.0602,-36780.7818 165213.9462,-36779.3768 165213.4892,-36778.9099 165213.3992,-36758.7276 165198.2249,-36748.4579 165181.5316,-36737.1811 165155.8617,-36737.2591 165148.411,-36742.4537 165133.615599999,-36745.4085 165121.905,-36745.4054 165109.568499999,-36741.5475 165100.048900001,-36735.5966 165091.6643,-36704.7487 165060.060699999,-36696.753 165051.686100001,-36681.0276 165046.3224,-36641.2362 165035.731,-36628.5365 165008.665200001,-36625.2416 165001.6424,-36618.0528 164984.460200001,-36592.5543 164923.525699999,-36587.6925 164911.906199999,-36567.9929 164867.2381,-36553.5022 164831.1526,-36540.3116 164803.971799999,-36590.9984 164810.123299999,-36774.1987 164837.0142,-36830.5862 164828.8642,-36851.3223 164831.7,-36854.0032 164832.161,-36871.7535 164834.023800001,-36875.7523 164834.2598,-36898.0453 164835.5766,-36990.6953 164835.2941,-36997.067 164825.569499999,-37012.0173 164818.386700001,-37016.6821 164823.5065,-37028.1598 164846.1765,-37038.9345 164862.7108,-37055.8386 164850.601199999,-37071.5599 164840.486500001,-37083.9915 164859.4727,-37078.8048 164863.365599999,-37032.6681 164897.273399999,-37025.99 164902.0866,-37006.1824 164916.3628,-36997.3688 164923.252599999,-36989.3523 164930.904300001,-36979.8247 164940.008,-36969.3993 164951.135600001,-36962.0287 164959.564300001,-36954.1191 164970.017,-36931.4704 165000.3649,-36918.3481 165017.8983,-36900.5521 165043.019300001,-36894.0365 165054.002900001,-36884.2631 165075.519099999,-36875.6467 165099.6132,-36871.532 165116.8796,-36869.4752 165133.1139,-36868.5754 165148.575300001,-36868.7046 165166.999600001,-36869.4757 165180.656,-36871.5349 165211.0638,-36871.982 165229.1511,-36871.2821 165240.3116,-36870.3493 165251.2542,-36869.1824 165261.321799999,-36867.5485 165268.3266,-36865.4487 165277.518200001,-36860.3151 165291.524700001,-36847.4819 165319.0986,-36838.3804 165332.2292,-36837.0374 165334.017100001,-36833.0016 165328.427300001)))","1163","170539","13120300105","13","1312","131203","131203001","001","05","00105","13120300105","1","11",11A,49,46,3,49,47,2,13,30,6,0,0,3,63,63,44,19,2,13,25,14,44,30,14,29,13,97,43,54,12,9,51,25,1955.59781736574,115068.030927572
"MULTIPOLYGON (((-38952.2396 165331.6371,-38953.7842 165299.5134,-38949.1513 165286.5919,-38937.2976 165273.079500001,-38913.0865 165256.545299999,-38889.4234 165242.566,-38880.1457 165237.123199999,-38871.366 165233.1085,-38864.0923 165230.2226,-38852.4288 165226.583799999,-38845.4061 165223.448,-38839.0103 165219.8091,-38835.3724 165216.7983,-38833.3665 165214.1634,-38832.9895 165211.9045,-38834.2444 165209.1446,-38841.267 165199.107,-38858.9479 165172.6789,-38864.4656 165164.3982,-38867.2245 165160.033399999,-38869.1053 165156.645500001,-38871.1122 165150.6227,-38873.119 165143.095,-38878.0096 165123.0438,-38880.1375 165117.439,-38883.0223 165111.291200001,-38885.9061 165107.4023,-38887.913 165106.022399999,-38890.0689 165105.660399999,-38909.4201 165108.349199999,-38943.9167 165113.1438,-38946.9345 165113.562799999,-38971.4135 165117.3475,-38982.4571 165119.054400001,-38997.0075 165121.304199999,-39031.494 165126.6358,-39038.8507 165127.772700001,-39067.5055 165132.203400001,-39102.1091 165137.553,-39100.8488 165198.1076,-39082.1132 165257.250399999,-39076.9795 165259.737299999,-39075.7955 165260.9233,-39073.5107 165266.425100001,-39068.3991 165282.497500001,-39056.551 165318.883099999,-39051.3452 165322.585,-39029.3751 165314.7904,-39007.496 165308.1358,-38999.4473 165309.2698,-38993.2956 165311.4627,-38987.6559 165314.386600001,-38975.0946 165333.389900001,-38970.4809 165337.5318,-38963.8152 165339.7248,-38953.3056 165339.7248,-38952.2396 165331.6371)))","1164","170540","13120201304","13","1312","131202","131202013","013","04","01304","13120201304","1","11",11A,79,64,15,79,64,15,61,18,0,0,0,10,221,221,183,38,19,6,7,170,183,128,55,123,42,399,192,207,40,36,180,143,843.338232555608,39599.9704608765
"MULTIPOLYGON (((-42415.2043 165318.815400001,-42424.2596 165285.782600001,-42437.1626 165238.714400001,-42510.5806 165257.826,-42510.0825 165259.625700001,-42487.7429 165340.338400001,-42415.2043 165318.815400001)))","1165","170541","13121801204","13","1312","131218","131218012","012","04","01204","13121801204","1","11",11A,7,7,0,7,3,4,0,6,1,0,0,1,7,7,4,3,2,4,4,0,4,1,3,4,2,15,8,7,3,1,8,3,320.199844004971,6388.69519459262
"MULTIPOLYGON (((-38685.5859 165321.608899999,-38671.0335 165315.3432,-38714.997 165253.3025,-38765.2501 165280.1971,-38758.7835 165295.1546,-38737.4329 165343.933800001,-38685.5859 165321.608899999)))","1166","170542","13120202102","13","1312","131202","131202021","021","02","02102","13120202102","1","11",11A,8,5,3,8,4,4,0,4,3,1,0,0,25,25,17,8,1,3,8,7,17,13,4,9,2,31,9,22,0,4,14,13,274.87153835977,4665.70011122001
"MULTIPOLYGON (((-44281.5142 165264.3981,-44336.3676 165235.8934,-44379.7104 165318.1291,-44323.9081 165346.5757,-44281.5142 165264.3981)))","1167","170543","13121801706","13","1312","131218","131218017","017","06","01706","13121801706","1","11",11A,12,12,0,12,3,9,0,10,2,0,0,11,12,12,12,0,3,10,11,0,12,7,5,11,7,35,14,21,9,2,18,6,309.879298789986,5769.02133088883
"MULTIPOLYGON (((-42236.3751 165318.7533,-42226.4995 165315.0276,-42203.3742 165281.113399999,-42196.7984 165271.470899999,-42124.1105 165162.413699999,-42109.1689 165139.9969,-42089.7005 165111.0614,-42050.6716 165053.057499999,-42047.2227 165047.9318,-41998.7919 165059.1821,-41984.4306 165063.1822,-41964.0773 165038.5175,-41947.3009 165031.720100001,-41920.083 165020.693,-41903.5207 165013.9815,-41907.4781 164977.139,-41916.1306 164963.9124,-41920.4373 164956.0747,-41935.9906 164954.377499999,-41961.7995 164951.564200001,-42000.1487 164943.7359,-42025.7536 164939.364700001,-42041.8879 164936.611500001,-42060.098 164933.5044,-42075.4053 164930.892200001,-42083.276 164929.5482,-42115.1515 164924.108899999,-42216.5202 164933.040899999,-42340.9822 164971.8182,-42396.6889 164988.8566,-42397.2059 164989.0276,-42424.2568 164997.9628,-42444.903 165004.783199999,-42424.2574 165058.8752,-42392.5126 165142.0482,-42391.0397 165145.8871,-42364.0515 165216.214500001,-42333.7576 165296.7676,-42313.778 165347.9548,-42236.3751 165318.7533)))","1168","170544","13121801103","13","1312","131218","131218011","011","03","01103","13121801103","1","11",11A,46,26,20,41,23,23,21,18,4,3,0,38,321,321,214,107,128,140,130,70,214,137,77,142,70,488,218,270,76,45,236,131,1544.65718244827,117114.673431856
"MULTIPOLYGON (((-40694.8706 165322.353599999,-40757.8012 165260.938,-40770.0725 165247.0054,-40774.7541 165229.506,-40775.64 165226.8851,-40791.7594 165230.969699999,-40798.9164 165263.1393,-40812.0437 165348.5286,-40694.8706 165322.353599999)))","1169","170545","13121704303","13","1312","131217","131217043","043","03","04303","13121704303","1","11",11A,35,23,12,30,5,30,20,10,2,1,2,13,77,77,58,19,3,0,14,40,58,43,15,30,13,112,47,65,13,8,63,28,383.418649985629,7043.97372802534
"MULTIPOLYGON (((-39862.2132 165346.065400001,-39864.894 165336.8467,-39875.614 165287.713500001,-39834.1617 165274.5087,-39832.8524 165246.546800001,-39857.4744 165252.930199999,-39895.5558 165258.737299999,-39893.4991 165271.630799999,-39888.7356 165301.501700001,-39876.7326 165351.4079,-39862.2132 165346.065400001)))","1170","170546","13121703602","13","1312","131217","131217036","036","02","03602","13121703602","1","11",11A,16,14,2,16,14,2,12,2,1,1,0,7,25,25,18,7,1,1,3,11,18,13,5,11,7,40,19,21,6,5,22,7,305.449810063165,2731.57011646637
"MULTIPOLYGON (((-42487.7429 165340.338400001,-42510.0825 165259.625700001,-42510.5806 165257.826,-42583.2336 165280.369200001,-42582.0089 165306.7061,-42577.5233 165332.2751,-42569.955 165361.306,-42487.7429 165340.338400001)))","1171","170547","13121801205","13","1312","131218","131218012","012","05","01205","13121801205","1","11",11A,9,9,0,9,3,6,0,1,4,4,0,0,9,9,9,0,3,9,8,1,9,4,5,10,5,27,11,16,3,5,14,5,328.854479886799,6877.94902064649
"MULTIPOLYGON (((-45360.4625 165198.873299999,-45377.6332 165185.1687,-45394.2728 165171.888,-45439.5285 165136.3839,-45494.382 165230.049699999,-45545.9325 165317.142,-45478.6178 165361.619100001,-45360.4625 165198.873299999)))","1172","170548","13121601508","13","1312","131216","131216015","015","08","01508","13121601508","1","11",11A,25,19,6,24,11,14,3,19,2,1,0,8,47,47,37,10,8,22,18,16,37,28,9,21,6,73,37,36,6,3,34,30,592.326189453832,18560.4825099833
"MULTIPOLYGON (((-37027.3075 165362.476,-37014.82 165358.213199999,-36987.0001 165346.250800001,-36962.9211 165335.895400001,-36919.0058 165318.283299999,-36860.3151 165291.524700001,-36865.4487 165277.518200001,-36867.5485 165268.3266,-36869.1824 165261.321799999,-36870.3493 165251.2542,-36871.2821 165240.3116,-36871.982 165229.1511,-36871.5349 165211.0638,-36869.4757 165180.656,-36868.7046 165166.999600001,-36868.5754 165148.575300001,-36869.4752 165133.1139,-36871.532 165116.8796,-36875.6467 165099.6132,-36884.2631 165075.519099999,-36894.0365 165054.002900001,-36900.5521 165043.019300001,-36918.3481 165017.8983,-36931.4704 165000.3649,-36954.1191 164970.017,-36962.0287 164959.564300001,-36969.3993 164951.135600001,-36979.8247 164940.008,-36989.3523 164930.904300001,-36997.3688 164923.252599999,-37006.1824 164916.3628,-37025.99 164902.0866,-37038.6268 164919.251499999,-37019.9869 164932.6591,-37009.0215 164941.4268,-36989.4275 164960.645199999,-36984.9338 164966.04,-36981.8779 164971.7718,-36979.9011 164975.9866,-36978.8222 164982.5623,-36978.6422 164987.7881,-36979.0023 164992.34,-36980.0813 164998.9157,-36982.4182 165004.647399999,-36985.6631 165011.4712,-36988.7101 165017.9659,-36995.3609 165031.284299999,-36997.2589 165035.5121,-37003.9879 165076.103499999,-37011.4247 165090.490900001,-37014.4457 165101.3894,-37013.9809 165114.685900001,-37010.2213 165141.6198,-37024.1002 165202.897299999,-37030.4392 165230.8992,-37040.4532 165275.133400001,-37062.9841 165374.657299999,-37027.3075 165362.476)))","1173","170549","13120300106","13","1312","131203","131203001","001","06","00106","13120300106","1","11",11A,18,13,5,18,13,5,11,0,6,1,0,2,65,65,51,14,3,29,34,17,51,36,15,26,11,105,50,55,6,12,58,29,1180.86295126449,50533.4143399349
"MULTIPOLYGON (((-39158.9581 165369.0096,-39190.1694 165144.7413,-39235.4924 165144.989,-39201.6893 165374.701099999,-39158.9581 165369.0096)))","1174","170550","13120200601","13","1312","131202","131202006","006","01","00601","13120200601","1","11",11A,63,43,19,61,32,31,7,56,0,0,0,41,127,126,86,40,8,12,35,42,87,64,23,52,16,182,84,98,18,9,98,57,547.047872866432,10090.2536154269
"MULTIPOLYGON (((-44436.1997 165288.7984,-44393.4608 165206.379799999,-44439.0457 165182.716399999,-44457.9057 165196.5856,-44457.9414 165196.6119,-44475.396 165209.494899999,-44496.5766 165245.2741,-44540.0376 165333.6316,-44544.66 165341.5262,-44479.8556 165374.707900001,-44436.1997 165288.7984)))","1175","170551","13121801707","13","1312","131218","131218017","017","07","01707","13121801707","1","11",11A,20,20,0,20,11,9,0,10,0,10,0,17,20,20,17,3,8,17,16,0,17,6,11,15,9,55,29,26,4,12,28,11,507.716194447708,13319.2455256183
"MULTIPOLYGON (((-44574.719 165392.790200001,-44555.2082 165359.541200001,-44544.66 165341.5262,-44540.0376 165333.6316,-44496.5766 165245.2741,-44475.396 165209.494899999,-44457.9414 165196.6119,-44457.944 165196.6106,-44544.4688 165154.719599999,-44572.2426 165165.946599999,-44630.9484 165199.089199999,-44637.0072 165203.5349,-44639.3821 165206.250800001,-44709.4657 165286.3991,-44705.001 165295.5547,-44681.0476 165350.5627,-44675.8548 165347.7059,-44667.9361 165346.1471,-44662.6133 165346.666200001,-44645.9491 165353.532099999,-44595.3977 165394.0832,-44578.6624 165404.2359,-44574.719 165392.790200001)))","1176","170554","13121602102","13","1312","131216","131216021","021","02","02102","13121602102","1","11",11A,7,0,7,5,0,7,0,0,7,0,0,0,205,205,188,17,148,184,135,33,188,136,52,102,43,372,161,211,39,27,188,118,745.451816653944,32623.7150746528
"MULTIPOLYGON (((-44160.7421 165325.836300001,-44225.6799 165292.138699999,-44268.5928 165375.066400001,-44203.596 165407.617,-44160.7421 165325.836300001)))","1177","170555","13121801710","13","1312","131218","131218017","017","10","01710","13121801710","1","11",11A,11,11,0,11,9,2,0,6,4,1,0,7,11,11,10,1,3,10,10,0,10,1,9,10,4,39,20,19,5,7,19,8,331.553855797668,6770.80404764529
"MULTIPOLYGON (((-39137.7594 165402.557399999,-39144.4037 165367.205700001,-39158.9581 165369.0096,-39201.6893 165374.701099999,-39196.235 165410.057800001,-39137.7594 165402.557399999)))","1178","170556","13120200604","13","1312","131202","131202006","006","04","00604","13120200604","1","11",11A,16,9,7,15,5,11,4,12,0,0,0,11,44,44,33,11,2,1,9,22,33,29,4,14,1,53,24,29,1,4,22,26,188.474594527287,2094.55613295232
"MULTIPOLYGON (((-40973.512 165384.749399999,-40985.1469 165330.614399999,-40998.2843 165326.361400001,-41037.7275 165313.700300001,-41083.7193 165298.9351,-41126.3263 165285.133,-41118.9831 165327.475400001,-41099.6108 165413.632099999,-40973.512 165384.749399999)))","1179","170557","13121700504","13","1312","131217","131217005","005","04","00504","13121700504","1","11",11A,17,13,2,15,3,14,12,0,1,3,1,0,38,38,23,15,5,3,14,9,23,15,8,16,7,48,21,27,1,8,28,11,464.342377715358,12134.2978967942
"MULTIPOLYGON (((-37200.7026 165417.506899999,-37156.4094 165412.188300001,-37105.3995 165392.282400001,-37132.6001 165371.82,-37147.5283 165353.9737,-37160.9197 165355.5175,-37185.6097 165359.815199999,-37218.9713 165362.051,-37247.5022 165379.462099999,-37251.7571 165382.469,-37283.6539 165405.004899999,-37270.7925 165409.365800001,-37202.7295 165417.7499,-37200.7026 165417.506899999)))","1180","170558","13120301501","13","1312","131203","131203015","015","01","01501","13120301501","1","11",11A,2,1,1,2,2,0,1,1,0,0,0,2,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390.538458421008,6934.38144229594
"MULTIPOLYGON (((-36712.2095 165412.2776,-36712.7034 165407.1798,-36712.5994 165405.5449,-36711.8994 165399.6361,-36710.2664 165392.4134,-36707.4645 165386.285700001,-36703.2646 165378.626,-36700.6966 165372.498299999,-36697.6637 165365.7136,-36695.5627 165356.740900001,-36695.0967 165350.1752,-36695.5626 165342.953500001,-36696.7295 165338.3577,-36699.0634 165333.323799999,-36702.7971 165326.9771,-36712.1307 165318.2224,-36742.2202 165298.656,-36749.7209 165299.231899999,-36769.454 165301.1808,-36787.9763 165303.1306,-36798.0159 165305.8904,-36807.8835 165310.2732,-36816.5381 165314.656,-36820.974 165317.9038,-36812.5474 165327.964500001,-36802.7909 165337.759099999,-36793.9974 165345.5319,-36773.1965 165365.1982,-36745.2829 165391.849300001,-36734.9394 165401.9669,-36725.8149 165408.8047,-36720.9801 165413.4365,-36715.6754 165418.178400001,-36709.2447 165424.0942,-36712.2095 165412.2776)))","1181","170559","13120300107","13","1312","131203","131203001","001","07","00107","13120300107","1","11",11A,2,2,0,2,2,0,1,1,0,0,0,0,2,2,2,0,0,1,1,0,2,1,1,2,1,5,1,4,0,1,2,2,387.932096392974,8035.63116464256
"MULTIPOLYGON (((-38911.3309 165386.9132,-38780.691 165243.2775,-38812.6999 165168.427300001,-38847.3626 165092.2081,-38859.0718 165067.066099999,-38897.5131 165058.994200001,-38898.0071 165058.906199999,-38957.9704 165048.2083,-38946.9345 165113.562799999,-38943.9167 165113.1438,-38909.4201 165108.349199999,-38890.0689 165105.660399999,-38887.913 165106.022399999,-38885.9061 165107.4023,-38883.0223 165111.291200001,-38880.1375 165117.439,-38878.0096 165123.0438,-38873.119 165143.095,-38871.1122 165150.6227,-38869.1053 165156.645500001,-38867.2245 165160.033399999,-38864.4656 165164.3982,-38858.9479 165172.6789,-38841.267 165199.107,-38834.2444 165209.1446,-38832.9895 165211.9045,-38833.3665 165214.1634,-38835.3724 165216.7983,-38839.0103 165219.8091,-38845.4061 165223.448,-38852.4288 165226.583799999,-38864.0923 165230.2226,-38871.366 165233.1085,-38880.1457 165237.123199999,-38889.4234 165242.566,-38913.0865 165256.545299999,-38937.2976 165273.079500001,-38949.1513 165286.5919,-38953.7842 165299.5134,-38952.2396 165331.6371,-38953.3056 165339.7248,-38951.0002 165384.0681,-38947.2528 165425.305500001,-38911.3309 165386.9132)))","1182","170560","13120201602","13","1312","131202","131202016","016","02","01602","13120201602","1","11",11A,78,43,35,71,35,43,19,49,3,5,2,59,274,274,197,77,24,26,66,121,197,156,41,103,41,368,163,205,32,27,208,101,1067.54871014668,26978.8076581538
"MULTIPOLYGON (((-44731.849 165423.296599999,-44718.5385 165417.0551,-44703.693 165402.411,-44699.8541 165389.6866,-44695.0181 165365.1578,-44689.7063 165358.7962,-44687.9283 165356.667300001,-44681.0476 165350.5627,-44705.001 165295.5547,-44709.4657 165286.3991,-44727.055 165289.114700001,-44775.9648 165287.786900001,-44852.7708 165318.2403,-44852.1189 165327.3059,-44854.3711 165366.8891,-44855.2652 165382.6064,-44770.5483 165426.074899999,-44751.8142 165427.1361,-44731.849 165423.296599999)))","1183","170561","13121602103","13","1312","131216","131216021","021","03","02103","13121602103","1","11",11A,4,0,4,1,0,4,0,0,4,0,0,0,178,178,147,31,133,59,97,37,147,99,48,92,45,317,134,183,49,30,154,84,512.429511897029,18362.4153942674
"MULTIPOLYGON (((-42482.5194 165427.535599999,-42467.801 165425.019,-42454.2596 165419.4285,-42436.3452 165405.3193,-42428.8035 165398.504799999,-42428.7736 165398.4778,-42487.7429 165340.338400001,-42569.955 165361.306,-42561.7035 165378.0404,-42553.461 165393.698899999,-42544.9245 165404.045600001,-42533.74 165412.9944,-42519.0218 165420.8243,-42499.2977 165427.815300001,-42482.5194 165427.535599999)))","1184","170562","13121801207","13","1312","131218","131218012","012","07","01207","13121801207","1","11",11A,9,9,0,9,3,6,0,7,2,0,0,0,9,9,8,1,2,7,5,0,8,2,6,8,5,31,18,13,2,9,16,4,348.713799921159,7682.60189921168
"MULTIPOLYGON (((-39262.7041 165414.169299999,-39251.9917 165418.8441,-39238.4952 165414.8224,-39222.7748 165412.6055,-39196.235 165410.057800001,-39201.6893 165374.701099999,-39235.4924 165144.989,-39256.3 165005.671399999,-39392.9841 165005.6686,-39400.6513 165145.07,-39407.2363 165267.382,-39396.9171 165300.3619,-39356.5292 165429.4354,-39262.7041 165414.169299999)))","1185","170563","13120201403","13","1312","131202","131202014","014","03","01403","13120201403","1","11",11A,166,137,28,156,138,28,65,61,24,2,14,3,315,314,227,87,51,46,88,130,227,177,50,114,45,455,194,261,59,35,237,124,1140.77808601256,69548.4214504902
"MULTIPOLYGON (((-44145.5019 166435.798900001,-44136.6152 166429.9363,-44165.7888 166304.0853,-44206.8688 166277.232799999,-44219.9402 166283.0693,-44179.7976 166458.4213,-44145.5019 166435.798900001)))","1186","170564","13121102408","13","1312","131211","131211024","024","08","02408","13121102408","1","11",11A,21,21,0,21,21,0,0,20,1,0,0,0,21,21,16,5,4,16,13,2,16,9,7,8,6,40,18,22,9,5,17,9,424.200446205226,7754.13215342954
"MULTIPOLYGON (((-36980.4223 166555.172800001,-36970.0817 166547.565099999,-36962.541 166543.883300001,-36956.9302 166543.7073,-36948.8646 166544.409299999,-36939.571 166545.110400001,-36931.9673 166547.6823,-36933.4851 166534.581800001,-36933.485 166520.317399999,-36931.424 166509.6888,-36926.1261 166498.2213,-36919.0633 166488.151699999,-36912.5685 166479.9671,-36903.3558 166471.011499999,-36920.7001 166475.6152,-36965.2522 166473.211100001,-36982.7924 166465.770300001,-37019.3369 166463.494200001,-37020.8391 166497.8838,-37005.7757 166498.369899999,-37003.6848 166499.2169,-37002.0509 166500.3148,-36999.3891 166502.478800001,-36997.1912 166504.8517,-36995.5023 166507.5626,-36994.9913 166509.0975,-36994.5993 166512.6284,-36994.6844 166515.236300001,-36995.0854 166517.0032,-36995.5024 166519.361099999,-36996.7053 166521.865,-37006.424 166533.206499999,-36982.2433 166556.512700001,-36980.4223 166555.172800001)))","1187","170565","13120302006","13","1312","131203","131203020","020","06","02006","13120302006","1","11",11A,9,9,0,9,9,0,1,4,3,1,0,1,9,9,8,1,2,8,7,1,8,4,4,7,4,23,7,16,6,2,12,3,386.145041787497,6195.7019625317
"MULTIPOLYGON (((-42056.3512 166554.691299999,-42014.8109 166544.5595,-41966.2399 166534.4738,-41939.3525 166474.4268,-41939.2335 166474.1698,-41983.3834 166455.4658,-41992.388 166456.305600001,-42001.5956 166458.9563,-42031.4474 166466.213500001,-42052.0625 166470.257,-42094.5697 166474.718,-42093.5419 166488.272500001,-42092.3392 166513.7754,-42090.4374 166524.782,-42088.4126 166537.771500001,-42089.2607 166558.0966,-42056.3512 166554.691299999)))","1188","170566","13121102808","13","1312","131211","131211028","028","08","02808","13121102808","1","11",11A,44,39,5,44,38,6,25,15,0,4,0,42,68,68,55,13,7,22,23,26,55,43,12,31,9,104,47,57,12,1,42,49,436.352460972844,11276.7256742385
"MULTIPOLYGON (((-37541.4918 166555.2469,-37540.6308 166552.805,-37538.3848 166548.267200001,-37537.4538 166546.0513,-37538.4538 166543.5184,-37547.7361 166513.9395,-37549.798 166509.582699999,-37550.8299 166507.8627,-37551.8609 166507.5188,-37553.4658 166507.6337,-37556.3307 166509.0097,-37566.1863 166516.1173,-37566.5293 166517.1493,-37566.1864 166518.5252,-37555.1852 166552.9189,-37554.4272 166554.434900001,-37554.3832 166554.5239,-37553.0073 166556.129799999,-37551.9763 166556.5878,-37549.6844 166557.160800001,-37546.8195 166557.160800001,-37544.5276 166557.275800001,-37542.4647 166558.307800001,-37541.4918 166555.2469)))","1189","170567","13120302101","13","1312","131203","131203021","021","01","02101","13120302101","1","11",11A,8,8,0,8,8,0,0,8,0,0,0,8,8,8,5,3,0,0,3,2,5,4,1,3,1,10,4,6,0,1,7,2,125.324851181027,861.886081674175
"MULTIPOLYGON (((-44029.3728 166519.111199999,-44032.6825 166504.6918,-44041.1548 166467.7733,-44044.6355 166452.604900001,-44060.9221 166381.6327,-44088.0921 166398.8605,-44076.1961 166452.2904,-44072.6464 166468.229699999,-44059.8145 166526.4234,-44042.5664 166539.3631,-44023.4684 166558.704600001,-44023.1384 166559.090600001,-44019.3296 166562.8795,-44029.3728 166519.111199999)))","1190","170568","13121102604","13","1312","131211","131211026","026","04","02604","13121102604","1","11",11A,6,0,6,6,1,5,0,6,0,0,0,6,36,36,28,8,0,1,13,14,28,21,7,14,4,57,28,29,1,3,36,17,403.412929791428,4830.7355112318
