wkt_geom	fid	OBJECTID	BGRI2021	DT21	DTMN21	DTMNFR21	DTMNFRSEC21	SECNUM21	SSNUM21	SECSSNUM21	SUBSECCAO	NUTS1	NUTS2	NUTS3	N_EDIFICIOS_CLASSICOS	N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ	N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS	N_EDIFICIOS_EXCLUSIV_RESID	N_EDIFICIOS_1_OU_2_PISOS	N_EDIFICIOS_3_OU_MAIS_PISOS	N_EDIFICIOS_CONSTR_ANTES_1945	N_EDIFICIOS_CONSTR_1946_1980	N_EDIFICIOS_CONSTR_1981_2000	N_EDIFICIOS_CONSTR_2001_2010	N_EDIFICIOS_CONSTR_2011_2021	N_EDIFICIOS_COM_NECESSIDADES_REPARACAO	N_ALOJAMENTOS_TOTAL	N_ALOJAMENTOS_FAMILIARES	N_ALOJAMENTOS_FAM_CLASS_RHABITUAL	N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA	N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS	N_RHABITUAL_COM_ESTACIONAMENTO	N_RHABITUAL_PROP_OCUP	N_RHABITUAL_ARRENDADOS	N_AGREGADOS_DOMESTICOS_PRIVADOS	N_ADP_1_OU_2_PESSOAS	N_ADP_3_OU_MAIS_PESSOAS	N_NUCLEOS_FAMILIARES	N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25	N_INDIVIDUOS	N_INDIVIDUOS_H	N_INDIVIDUOS_M	N_INDIVIDUOS_0_14	N_INDIVIDUOS_15_24	N_INDIVIDUOS_25_64	N_INDIVIDUOS_65_OU_MAIS	SHAPE_Length	SHAPE_Area
MultiPolygon (((-39957.26620000042021275 166496.6955999992787838, -39961.21119999978691339 166423.63250000029802322, -39962.55590000003576279 166394.24159999936819077, -39997.47229999955743551 166396.21499999985098839, -40019.91380000021308661 166344.53260000050067902, -40030.55009999964386225 166323.88330000080168247, -40040.37849999964237213 166305.71580000035464764, -40057.3477999996393919 166307.55949999950826168, -40074.68499999959021807 166307.19019999913871288, -40078.74280000012367964 166302.02630000002682209, -40104.69859999977052212 166303.03480000048875809, -40103.67989999987185001 166325.79189999960362911, -40101.55140000022947788 166361.12250000052154064, -40101.10450000036507845 166368.55030000023543835, -40094.66729999985545874 166510.56660000048577785, -39957.26620000042021275 166496.6955999992787838)))	460	165435	13121001902	13	1312	131210	131210019	019	02	01902	13121001902	1	11	11A	37	19	18	36	3	34	9	17	10	0	1	33	152	152	118	34	11	61	67	46	118	87	31	71	28	245	104	141	33	18	116	78	650.621524350195	22496.8225844549
MultiPolygon (((-40973.91420000046491623 166846.1136000007390976, -40954.66469999961555004 166840.10799999907612801, -40952.22530000004917383 166794.25390000082552433, -40935.63949999958276749 166737.66860000044107437, -40909.25820000004023314 166694.48880000039935112, -40910.50409999955445528 166688.91200000047683716, -40923.7994999997317791 166685.50789999961853027, -40939.56269999966025352 166681.76779999956488609, -40960.95069999992847443 166677.65159999951720238, -40968.81140000000596046 166676.55450000055134296, -40975.02709999959915876 166675.18239999935030937, -40986.14460000023245811 166671.07740000076591969, -40998.30099999997764826 166665.6813999991863966, -41008.35549999959766865 166659.00650000013411045, -41018.84790000040084124 166651.63859999924898148, -41033.19820000045001507 166642.12780000083148479, -41054.09709999989718199 166626.39000000059604645, -41054.51219999976456165 166632.11680000089108944, -41055.24129999987781048 166648.69710000045597553, -41055.76140000019222498 166662.06049999967217445, -41056.07359999977052212 166683.12869999930262566, -41055.65770000033080578 166694.15020000003278255, -41054.7218000004068017 166700.29499999992549419, -41053.16199999954551458 166707.12270000018179417, -41050.97709999978542328 166713.9505000002682209, -41048.58530000038444996 166719.022299999371171, -41046.08849999960511923 166723.90020000003278255, -41036.41600000020116568 166738.43370000086724758, -41029.86639999970793724 166748.9874000009149313, -41029.03149999957531691 166750.33339999988675117, -41026.01570000033825636 166756.08819999918341637, -41023.93479999992996454 166760.28209999948740005, -41022.37490000016987324 166765.15890000015497208, -41020.19110000040382147 166774.13260000012814999, -41018.3693000003695488 166781.67930000089108944, -41007.80410000029951334 166813.06020000018179417, -40994.77410000003874302 166855.82269999943673611, -40973.91420000046491623 166846.1136000007390976)))	939	169138	13121005004	13	1312	131210	131210050	050	04	05004	13121005004	1	11	11A	30	20	10	29	20	10	19	11	0	0	0	30	180	180	121	59	5	1	37	77	121	98	23	55	25	218	102	116	30	20	116	52	605.662947578567	16879.1665974688
MultiPolygon (((-37462.54739999957382679 166595.35170000046491623, -37446.1780000003054738 166579.04450000077486038, -37431.31649999972432852 166569.21890000067651272, -37407.92339999973773956 166560.81640000082552433, -37384.0153999999165535 166557.84359999932348728, -37391.96289999969303608 166540.63529999926686287, -37401.2002999996766448 166518.58210000023245811, -37402.62909999955445528 166501.37280000001192093, -37402.55489999987185001 166486.78930000029504299, -37421.36189999990165234 166460.44830000028014183, -37426.98859999980777502 166452.56760000064969063, -37441.09179999958723783 166432.5073000006377697, -37451.3113000001758337 166419.94669999927282333, -37480.67870000004768372 166385.17500000074505806, -37487.13839999958872795 166376.97330000065267086, -37490.1131999995559454 166372.86439999938011169, -37493.01400000043213367 166369.29849999956786633, -37502.46270000003278255 166371.95140000060200691, -37512.43030000012367964 166374.83819999918341637, -37513.01119999960064888 166374.93219999969005585, -37596.89300000015646219 166404.82660000026226044, -37528.9775000000372529 166472.03329999931156635, -37528.00250000040978193 166473.45419999957084656, -37519.30999999959021807 166482.69590000063180923, -37512.72539999987930059 166492.4976000003516674, -37504.99480000045150518 166505.92510000057518482, -37497.55130000039935112 166520.96250000037252903, -37494.83139999955892563 166527.40729999914765358, -37491.18010000046342611 166538.10749999992549419, -37490.24980000033974648 166540.83369999937713146, -37486.09910000022500753 166554.18219999969005585, -37484.38119999971240759 166560.89599999971687794, -37482.66239999979734421 166570.29460000060498714, -37480.9446000000461936 166582.51310000009834766, -37479.79980000015348196 166603.59229999966919422, -37479.3278999999165535 166614.09290000051259995, -37479.178999999538064 166617.40880000032484531, -37462.54739999957382679 166595.35170000046491623)))	1202	170653	13120302205	13	1312	131203	131203022	022	05	02205	13120302205	1	11	11A	35	24	11	35	23	12	19	14	1	1	0	24	115	115	98	17	4	15	21	75	98	58	40	64	33	235	106	129	29	35	116	55	703.391500461265	21584.2850936128
MultiPolygon (((-42499.81649999972432852 167161.76579999923706055, -42482.08779999986290932 167115.54810000024735928, -42469.63109999988228083 167083.49770000018179417, -42448.35049999970942736 167032.93720000050961971, -42424.27620000019669533 166998.73409999907016754, -42405.70579999964684248 166972.35050000064074993, -42400.40500000026077032 166964.81890000030398369, -42383.92650000005960464 166940.09329999983310699, -42358.77419999986886978 166905.28920000046491623, -42379.55520000029355288 166889.16850000061094761, -42424.27479999978095293 166848.04150000028312206, -42433.20330000016838312 166839.83060000091791153, -42450.0284000001847744 166823.66999999992549419, -42482.58110000006854534 166937.11160000041127205, -42542.37129999976605177 167026.79580000042915344, -42629.84250000026077032 167135.30159999988973141, -42657.09759999997913837 167169.78559999912977219, -42652.15089999977499247 167177.79839999973773956, -42640.15570000000298023 167204.1034999992698431, -42619.40050000045448542 167196.75909999944269657, -42602.93819999974220991 167194.61449999921023846, -42587.16089999955147505 167194.61580000072717667, -42573.67050000000745058 167197.18999999947845936, -42561.09410000033676624 167201.26400000043213367, -42550.34769999980926514 167205.76799999922513962, -42533.37249999959021807 167215.89790000021457672, -42499.81649999972432852 167161.76579999923706055)))	150	163611	13121102206	13	1312	131211	131211022	022	06	02206	13121102206	1	11	11A	38	29	9	38	26	12	24	10	2	1	1	17	116	116	88	28	26	53	53	28	88	63	25	63	18	190	84	106	18	6	117	49	1041.13389130742	38969.4867686191
MultiPolygon (((-39287.18350000027567148 164796.33750000037252903, -39289.34190000034868717 164755.73709999956190586, -39380.42619999963790178 164752.17710000090301037, -39392.98410000000149012 165005.66860000044107437, -39256.29999999981373549 165005.67139999940991402, -39287.18350000027567148 164796.33750000037252903)))	1545	191945	13120201502	13	1312	131202	131202015	015	02	01502	13120201502	1	11	11A	48	25	22	39	14	34	17	24	4	1	2	27	186	185	111	74	10	28	63	40	112	85	27	56	17	215	94	121	15	13	117	70	733.897835726823	28246.8490654559
MultiPolygon (((-40530.15820000041276217 166309.17009999975562096, -40529.45969999954104424 166309.08070000074803829, -40433.30339999962598085 166296.77659999951720238, -40468.15469999983906746 166116.44510000012814999, -40553.72709999978542328 166130.6640000008046627, -40530.19130000006407499 166309.1744999997317791, -40530.15820000041276217 166309.17009999975562096)))	436	165406	13121704907	13	1312	131217	131217049	049	07	04907	13121704907	1	11	11A	34	7	27	32	4	30	2	30	1	1	0	28	171	171	123	48	8	19	47	68	123	90	33	68	23	239	115	124	22	16	117	84	548.147293938116	16757.1152361728
MultiPolygon (((-42664.68310000002384186 165702.52390000037848949, -42609.22140000015497208 165690.1403999999165535, -42623.94020000007003546 165626.3868000004440546, -42645.85740000009536743 165541.28109999932348728, -42650.49500000011175871 165520.27089999988675117, -42661.48500000033527613 165470.4857999999076128, -42668.60039999987930059 165444.65880000032484531, -42711.8806999996304512 165455.51960000023245811, -42752.5580000001937151 165465.25860000029206276, -42754.97489999979734421 165465.83750000037252903, -42832.11870000045746565 165484.49039999954402447, -42810.77359999995678663 165487.29169999994337559, -42793.94440000038594007 165495.22360000014305115, -42784.348000000230968 165505.93830000050365925, -42774.19560000021010637 165524.30570000037550926, -42768.01310000009834766 165547.42479999922215939, -42763.14240000024437904 165559.55739999935030937, -42761.20069999992847443 165576.98570000007748604, -42754.54530000034719706 165617.98299999907612801, -42746.77990000043064356 165642.17410000041127205, -42737.07259999960660934 165666.88619999960064888, -42726.70320000033825636 165681.30480000004172325, -42721.133500000461936 165689.00950000062584877, -42716.59480000007897615 165694.85639999993145466, -42713.56790000014007092 165698.62329999916255474, -42711.29700000025331974 165698.53729999996721745, -42702.97640000004321337 165699.05939999967813492, -42692.43680000025779009 165696.45769999921321869, -42688.83100000023841858 165694.37690000049769878, -42678.55049999989569187 165700.96279999986290932, -42671.06180000025779009 165703.0438000001013279, -42664.68310000002384186 165702.52390000037848949)))	1366	177783	13121801214	13	1312	131218	131218012	012	14	01214	13121801214	1	11	11A	5	0	5	5	0	5	0	4	0	1	0	0	120	120	108	12	49	104	86	10	108	73	35	72	28	242	105	137	20	26	117	79	792.777765317435	30222.8491831658
MultiPolygon (((-37556.36469999980181456 165662.59730000048875809, -37506.692200000397861 165596.57919999957084656, -37496.98550000041723251 165584.57269999943673611, -37495.52550000045448542 165577.34600000083446503, -37489.67829999979585409 165323.52710000053048134, -37539.50719999987632036 165321.1898999996483326, -37543.08100000023841858 165320.91889999993145466, -37590.83389999996870756 165317.29279999993741512, -37622.37550000008195639 165314.8977000005543232, -37696.05229999963194132 165309.73960000090301037, -37723.88509999960660934 165307.79150000028312206, -37726.90899999998509884 165307.5364999994635582, -37751.45990000013262033 165305.46739999949932098, -37758.1415999997407198 165304.90540000051259995, -37772.41600000020116568 165303.70240000076591969, -37773.05910000018775463 165314.24300000071525574, -37772.22070000041276217 165372.1176999993622303, -37770.12189999967813492 165392.98389999940991402, -37769.25409999955445528 165400.86160000041127205, -37767.92619999963790178 165412.90709999948740005, -37764.18259999994188547 165433.94529999978840351, -37759.25499999988824129 165458.79030000045895576, -37753.14560000039637089 165486.8892000000923872, -37751.36469999980181456 165493.77999999932944775, -37748.4150000000372529 165505.19050000049173832, -37741.14049999974668026 165530.98059999942779541, -37732.66519999969750643 165559.633500000461936, -37725.76669999957084656 165582.92659999988973141, -37718.30920000001788139 165605.86669999919831753, -37716.70629999972879887 165605.31269999966025352, -37712.80140000022947788 165603.96179999969899654, -37685.33249999955296516 165596.59520000033080578, -37667.45480000041425228 165652.74010000005364418, -37657.15529999975115061 165658.97089999914169312, -37625.45380000025033951 165669.70659999921917915, -37616.71420000027865171 165671.4455999992787838, -37615.52020000014454126 165671.46260000020265579, -37609.70650000032037497 165671.54570000059902668, -37583.68759999983012676 165671.91779999993741512, -37562.84449999965727329 165672.2159000001847744, -37556.36469999980181456 165662.59730000048875809)))	1518	181918	13120301712	13	1312	131203	131203017	017	12	01712	13120301712	1	11	11A	25	12	13	25	9	16	11	11	0	3	0	19	109	109	89	20	16	41	54	28	89	56	33	63	25	200	91	109	19	22	118	41	1164.75274656846	84367.8465292733
MultiPolygon (((-39459.75530000030994415 164552.80849999934434891, -39413.78309999965131283 164343.34449999965727329, -39522.81479999981820583 164381.43329999968409538, -39536.54719999991357327 164576.53629999980330467, -39459.75530000030994415 164552.80849999934434891)))	725	166987	13121703107	13	1312	131217	131217031	031	07	03107	13121703107	1	11	11A	43	12	29	34	1	42	13	29	0	0	1	25	156	154	96	58	4	5	38	52	105	81	24	46	17	198	89	109	23	14	119	42	605.902540452795	17871.8402511589
MultiPolygon (((-37772.52240000013262033 168090.00980000011622906, -37766.69249999988824129 168086.66000000014901161, -37757.97240000031888485 168079.07019999995827675, -37750.5056999996304512 168073.9034000001847744, -37741.67229999974370003 168067.79089999943971634, -37721.03210000041872263 168056.01099999994039536, -37704.70179999992251396 168043.5717999991029501, -37688.9221000000834465 168034.32249999977648258, -37677.32859999965876341 168027.45150000043213367, -37671.69240000005811453 168024.11109999939799309, -37667.88239999953657389 168021.85309999994933605, -37659.24230000004172325 168019.48289999924600124, -37649.90010000020265579 168016.8977000005543232, -37644.1309000002220273 168015.30120000056922436, -37642.06869999971240759 168014.73049999959766865, -37644.28029999975115061 168007.95370000042021275, -37644.58330000005662441 168006.56479999981820583, -37645.00320000015199184 168005.20680000074207783, -37645.53720000013709068 168003.88890000060200691, -37646.18120000045746565 168002.62089999951422215, -37646.93010000046342611 168001.41300000064074993, -37647.77909999992698431 168000.27300000004470348, -37648.72200000006705523 167999.2090000007301569, -37649.75200000032782555 167998.22910000011324883, -37650.86189999990165234 167997.34009999968111515, -37652.04289999976754189 167996.54810000024735928, -37653.28679999988526106 167995.86020000092685223, -37654.49980000033974648 167995.31420000083744526, -37655.75270000007003546 167994.86720000021159649, -37657.0965999998152256 167994.50720000080764294, -37658.46559999976307154 167994.26019999943673611, -37659.85049999970942736 167994.12820000015199184, -37661.24249999970197678 167994.11119999922811985, -37662.63040000014007092 167994.21120000071823597, -37664.00439999997615814 167994.42520000040531158, -37665.3563000001013279 167994.75410000048577785, -37688.28349999990314245 167904.40660000033676624, -37711.39960000012069941 167911.97220000065863132, -37723.94000000040978193 167899.08870000019669533, -37728.87880000006407499 167895.85380000062286854, -37771.23670000024139881 167866.01369999907910824, -37777.87339999992400408 167863.65579999983310699, -37785.80109999980777502 167863.08379999920725822, -37794.99969999957829714 167860.1169000007212162, -37805.72020000033080578 167851.8380999993532896, -37816.57459999993443489 167839.68459999933838844, -37825.63810000009834766 167829.5369000006467104, -37835.19060000032186508 167818.86130000092089176, -37844.45220000017434359 167813.82149999961256981, -37834.01599999982863665 167852.55499999970197678, -37804.6732999999076128 167961.4448000006377697, -37785.15290000010281801 168050.79130000062286854, -37781.74320000037550926 168067.32770000025629997, -37778.32749999966472387 168079.26720000058412552, -37776.85240000020712614 168093.00980000011622906, -37772.52240000013262033 168090.00980000011622906)))	731	167009	13121002903	13	1312	131210	131210029	029	03	02903	13121002903	1	11	11A	25	16	9	23	12	13	10	11	2	2	0	9	122	122	97	25	20	43	34	57	97	73	24	51	25	196	85	111	24	21	119	32	766.029957968643	24232.9977997165
MultiPolygon (((-38030.0400000000372529 166327.79350000061094761, -37979.04090000037103891 166306.76759999990463257, -37939.15039999969303608 166289.14049999974668026, -37869.89709999971091747 166258.8880000002682209, -37874.56780000030994415 166255.3830999992787838, -37877.17669999971985817 166251.95729999989271164, -37888.4280000003054738 166226.83320000022649765, -37901.78110000025480986 166198.34129999950528145, -37916.43319999985396862 166165.11950000002980232, -37949.03299999982118607 166086.73540000058710575, -37952.20779999997466803 166079.56269999966025352, -37967.75380000006407499 166044.43799999915063381, -37968.67279999982565641 166042.31809999980032444, -38105.11259999964386225 166099.31709999963641167, -38206.62669999990612268 166140.375, -38212.0023999996483326 166141.61089999973773956, -38316.60720000043511391 166182.70370000042021275, -38316.60209999978542328 166182.71250000037252903, -38311.24230000004172325 166190.06230000033974648, -38291.68670000042766333 166223.67620000056922436, -38273.71760000009089708 166213.29179999977350235, -38197.3773999996483326 166179.17650000005960464, -38187.33210000023245811 166202.8205999992787838, -38164.71659999992698431 166256.04859999939799309, -38160.89589999988675117 166269.19610000029206276, -38119.41860000044107437 166364.64460000023245811, -38030.0400000000372529 166327.79350000061094761)))	687	166924	13120301305	13	1312	131203	131203013	013	05	01305	13120301305	1	11	11A	4	0	4	2	0	4	0	0	0	4	0	0	99	99	74	25	67	74	56	16	74	35	39	60	41	199	107	92	45	22	119	13	1238.85610837738	68215.8137977156
MultiPolygon (((-37688.28349999990314245 167904.40660000033676624, -37703.35929999966174364 167844.84589999914169312, -37705.72609999962151051 167835.49330000020563602, -37713.84850000031292439 167803.40550000034272671, -37723.93769999966025352 167761.82609999924898148, -37738.18659999966621399 167715.19189999997615814, -37837.17850000038743019 167712.49950000084936619, -37890.25729999970644712 167711.19429999962449074, -37902.15490000043064356 167711.62920000031590462, -37891.17349999956786633 167735.5482999999076128, -37879.27620000019669533 167755.98760000057518482, -37868.29490000009536743 167774.47489999979734421, -37844.45220000017434359 167813.82149999961256981, -37835.19060000032186508 167818.86130000092089176, -37825.63810000009834766 167829.5369000006467104, -37816.57459999993443489 167839.68459999933838844, -37805.72020000033080578 167851.8380999993532896, -37794.99969999957829714 167860.1169000007212162, -37785.80109999980777502 167863.08379999920725822, -37777.87339999992400408 167863.65579999983310699, -37771.23670000024139881 167866.01369999907910824, -37728.87880000006407499 167895.85380000062286854, -37723.94000000040978193 167899.08870000019669533, -37711.39960000012069941 167911.97220000065863132, -37688.28349999990314245 167904.40660000033676624)))	1226	170694	13121002901	13	1312	131210	131210029	029	01	02901	13121002901	1	11	11A	22	7	15	22	7	15	6	10	5	0	1	7	128	128	99	29	15	64	48	42	99	69	30	59	30	211	103	108	26	22	119	44	670.233620923279	22955.663070411
MultiPolygon (((-38607.25559999980032444 164957.35769999958574772, -38580.34570000041276217 164954.39299999922513962, -38564.63829999975860119 164945.27639999985694885, -38551.70980000030249357 164936.69989999942481518, -38518.64499999955296516 164920.08269999921321869, -38551.61870000045746565 164830.95800000056624413, -38563.48589999973773956 164803.07210000045597553, -38579.04200000036507845 164780.91489999927580357, -38595.67709999997168779 164763.23049999959766865, -38679.41320000030100346 164738.23900000005960464, -38700.18719999957829714 164726.98839999921619892, -38713.14809999987483025 164773.95940000005066395, -38687.38829999975860119 164781.70529999956488609, -38625.30740000028163195 164822.52099999971687794, -38666.57699999958276749 164960.32829999923706055, -38656.6025000000372529 164961.15430000051856041, -38607.25559999980032444 164957.35769999958574772)))	398	165354	13120200505	13	1312	131202	131202005	005	05	00505	13120200505	1	11	11A	13	7	6	12	6	7	4	5	0	4	0	4	105	105	89	16	26	81	69	14	89	61	28	47	30	181	78	103	34	13	121	13	738.729137574065	21929.3815951232
MultiPolygon (((-42223.1309000002220273 167380.99159999936819077, -42220.0130000002682209 167377.47580000013113022, -42216.88289999961853027 167351.85889999940991402, -42215.13049999997019768 167303.20500000007450581, -42210.77890000026673079 167288.55470000021159649, -42264.28199999965727329 167275.78329999931156635, -42275.6321000000461936 167331.11969999969005585, -42275.05049999989569187 167372.43200000002980232, -42265.34300000034272671 167376.77800000086426735, -42235.00739999953657389 167383.40320000052452087, -42227.49670000001788139 167384.0544000007212162, -42223.1309000002220273 167380.99159999936819077)))	1581	193878	13121100602	13	1312	131211	131211006	006	02	00602	13121100602	1	11	11A	2	0	2	2	0	2	0	0	0	0	2	0	83	83	79	4	79	79	60	19	79	56	23	51	24	167	83	84	28	8	122	9	301.844511806189	5567.69276468183
MultiPolygon (((-40176.93680000025779009 165955.25060000084340572, -40138.60340000037103891 165948.19849999994039536, -40158.55140000022947788 165832.97980000078678131, -40179.8151000002399087 165707.59750000014901161, -40284.12860000040382147 165710.32770000025629997, -40289.35429999977350235 165709.53260000050067902, -40306.92349999956786633 165701.00269999913871288, -40334.65309999976307154 165688.2296999990940094, -40348.29430000018328428 165662.91850000061094761, -40352.34200000017881393 165657.75159999914467335, -40357.5056999996304512 165650.90880000032484531, -40365.32120000012218952 165637.08430000022053719, -40367.13609999977052212 165634.29130000062286854, -40372.12679999973624945 165628.26449999958276749, -40364.08249999955296516 165660.66330000013113022, -40364.45359999965876341 165668.71199999935925007, -40346.34769999980926514 165699.51310000009834766, -40345.98969999980181456 165699.86400000005960464, -40296.27340000029653311 165748.6169000007212162, -40284.38619999960064888 165770.14420000091195107, -40279.18080000020563602 165805.85590000078082085, -40283.14809999987483025 165849.99799999967217445, -40280.29760000016540289 165889.55450000055134296, -40270.87839999981224537 165923.28130000084638596, -40251.21970000024884939 165968.91679999977350235, -40176.93680000025779009 165955.25060000084340572)))	221	164002	13121702301	13	1312	131217	131217023	023	01	02301	13121702301	1	11	11A	31	11	20	29	6	25	8	17	0	6	0	12	136	136	106	30	23	32	25	80	106	75	31	69	19	228	102	126	13	19	122	74	965.900483214598	32924.5963799758
MultiPolygon (((-41343.17100000008940697 166854.0044999998062849, -41331.96399999968707561 166778.2864999994635582, -41331.95940000005066395 166778.25559999980032444, -41317.97790000028908253 166701.45700000040233135, -41317.92289999965578318 166701.08100000023841858, -41305.92929999995976686 166619.09799999929964542, -41305.92640000022947788 166619.07809999957680702, -41295.69519999995827675 166552.6096000000834465, -41295.3151000002399087 166549.6096000000834465, -41296.51470000017434359 166544.88939999975264072, -41319.58399999979883432 166536.48929999954998493, -41328.78419999964535236 166533.35429999977350235, -41337.19409999996423721 166530.4886000007390976, -41352.05379999987781048 166526.73880000039935112, -41401.51269999984651804 166511.01789999939501286, -41399.15089999977499247 166528.05599999986588955, -41398.92399999964982271 166534.67270000092685223, -41428.09910000022500753 166717.68160000070929527, -41435.72269999980926514 166765.50249999947845936, -41449.21690000034868717 166846.89389999955892563, -41405.76190000027418137 166854.62439999915659428, -41344.85170000046491623 166864.0080999992787838, -41344.82969999965280294 166864.01149999909102917, -41343.17100000008940697 166854.0044999998062849)))	738	167016	13121100407	13	1312	131211	131211004	004	07	00407	13121100407	1	11	11A	44	36	8	43	31	13	9	29	1	4	1	20	130	130	100	30	33	64	62	33	100	65	35	69	32	227	104	123	29	23	122	53	879.415122602326	34913.1433336787
MultiPolygon (((-41510.13080000039190054 164616.08440000005066395, -41475.7627999996766448 164568.61189999990165234, -41547.43620000034570694 164517.18390000052750111, -41591.89089999999850988 164577.42469999939203262, -41614.60680000018328428 164564.38289999961853027, -41638.67669999971985817 164567.39440000057220459, -41637.76699999999254942 164587.27759999968111515, -41566.11359999980777502 164633.24379999935626984, -41519.3936999998986721 164648.14299999922513962, -41510.13080000039190054 164616.08440000005066395)))	846	167570	13121802101	13	1312	131218	131218021	021	01	02101	13121802101	1	11	11A	18	6	12	18	1	17	6	2	10	0	0	4	103	103	94	9	11	1	65	11	94	59	35	83	25	237	111	126	23	13	123	78	459.583089329035	10567.5517319612
MultiPolygon (((-43913.2028999999165535 165757.73149999976158142, -43821.79540000017732382 165700.27060000039637089, -43808.27990000043064356 165691.77419999986886978, -43762.2215999998152256 165660.37629999965429306, -43729.28079999983310699 165639.19180000014603138, -43677.51970000006258488 165596.31550000049173832, -43633.4232999999076128 165553.9801000002771616, -43616.4727999996393919 165532.09329999983310699, -43571.58440000005066395 165491.79279999993741512, -43634.10809999983757734 165438.04910000041127205, -43661.83399999979883432 165442.17349999956786633, -43702.86620000004768372 165445.26970000006258488, -43744.67339999973773956 165445.26899999938905239, -43777.96380000002682209 165436.75280000083148479, -43810.48020000010728836 165415.8482000008225441, -43822.56670000031590462 165373.99579999968409538, -43815.80250000022351742 165363.76820000074803829, -43811.64919999986886978 165307.31589999981224537, -43811.47609999962151051 165296.88130000047385693, -43822.84549999982118607 165293.04529999941587448, -43830.74619999993592501 165290.38030000030994415, -43852.60610000044107437 165280.81240000016987324, -43869.67619999963790178 165261.67689999938011169, -43882.79250000044703484 165242.34449999965727329, -43889.66199999954551458 165222.42730000056326389, -43891.9517000000923872 165208.95390000008046627, -43892.15959999989718199 165193.72250000014901161, -43888.61959999985992908 165174.78240000084042549, -43880.70870000030845404 165156.23230000026524067, -43862.38829999975860119 165127.72389999963343143, -43860.97850000020116568 165111.61030000075697899, -43863.26599999982863665 165101.82279999926686287, -43868.54059999994933605 165095.71279999986290932, -43873.94180000014603138 165092.30220000073313713, -43882.27089999988675117 165090.57530000060796738, -43890.64869999978691339 165089.13739999942481518, -43903.75619999971240759 165091.24860000051558018, -43917.17169999983161688 165092.4176000002771616, -43935.87870000023394823 165094.45130000077188015, -43952.05339999962598085 165096.02569999918341637, -43963.77219999954104424 165098.76170000061392784, -43971.18389999959617853 165101.61610000021755695, -43976.81879999954253435 165104.01569999940693378, -43981.39460000023245811 165108.0414000004529953, -43988.34989999979734421 165112.81450000032782555, -43995.30690000019967556 165117.29880000092089176, -43999.89529999997466803 165119.24789999984204769, -44007.60429999977350235 165121.51549999974668026, -44015.02489999961107969 165122.89289999939501286, -44021.26819999981671572 165123.23039999976754189, -44026.7959000002592802 165122.84070000052452087, -44027.16899999976158142 165123.37839999981224537, -44030.10690000001341105 165125.68720000050961971, -44036.35570000018924475 165129.2630000002682209, -44032.44089999981224537 165135.89079999923706055, -44031.10410000011324883 165150.40010000020265579, -44036.26099999994039536 165164.01349999941885471, -44047.4517000000923872 165182.74049999937415123, -44089.1403999999165535 165243.31210000067949295, -44129.48739999998360872 165321.0921000000089407, -44133.48730000015348196 165325.82880000025033951, -44137.64309999998658895 165329.32960000075399876, -44143.54889999981969595 165331.08039999939501286, -44150.76759999990463257 165330.20529999956488609, -44160.74210000038146973 165325.83630000054836273, -44203.59599999990314245 165407.61700000055134296, -44247.39279999956488609 165492.32560000009834766, -44278.51200000010430813 165552.64340000040829182, -44282.06199999991804361 165565.77480000071227551, -44211.9431999996304512 165802.8705000001937151, -44076.42379999998956919 165872.91569999977946281, -43913.2028999999165535 165757.73149999976158142)))	1496	181654	13121801904	13	1312	131218	131218019	019	04	01904	13121801904	1	11	11A	25	13	12	24	9	16	8	5	11	1	0	13	108	108	95	13	13	45	43	49	95	55	40	70	28	237	109	128	26	18	123	70	2377.84968274269	283735.426605167
MultiPolygon (((-44497.21679999958723783 167360.64980000071227551, -44448.40479999966919422 167349.62519999966025352, -44443.03710000030696392 167347.22240000031888485, -44438.89419999998062849 167344.38460000045597553, -44429.84850000031292439 167336.6761000007390976, -44498.72670000046491623 167246.89580000005662441, -44590.03189999982714653 167160.33899999968707561, -44612.99239999987185001 167225.15670000016689301, -44620.15359999984502792 167284.38599999994039536, -44626.78969999961555004 167324.55810000002384186, -44633.60350000020116568 167340.74320000037550926, -44641.01130000036209822 167351.41660000011324883, -44597.53949999995529652 167384.93290000036358833, -44497.21679999958723783 167360.64980000071227551)))	650	166613	13121600505	13	1312	131216	131216005	005	05	00505	13121600505	1	11	11A	51	37	13	51	38	13	3	40	5	1	2	10	126	125	99	26	16	72	62	32	99	62	37	67	29	242	106	136	21	27	123	71	669.60520568278	25332.9379475914
