fid,OBJECTID,BGRI2021,DT21,DTMN21,DTMNFR21,DTMNFRSEC21,SECNUM21,SSNUM21,SECSSNUM21,SUBSECCAO,NUTS1,NUTS2,NUTS3,N_EDIFICIOS_CLASSICOS,N_EDIFICIOS_CLASS_CONST_1_OU_2_ALOJ,N_EDIFICIOS_CLASS_CONST_3_OU_MAIS_ALOJAMENTOS,N_EDIFICIOS_EXCLUSIV_RESID,N_EDIFICIOS_1_OU_2_PISOS,N_EDIFICIOS_3_OU_MAIS_PISOS,N_EDIFICIOS_CONSTR_ANTES_1945,N_EDIFICIOS_CONSTR_1946_1980,N_EDIFICIOS_CONSTR_1981_2000,N_EDIFICIOS_CONSTR_2001_2010,N_EDIFICIOS_CONSTR_2011_2021,N_EDIFICIOS_COM_NECESSIDADES_REPARACAO,N_ALOJAMENTOS_TOTAL,N_ALOJAMENTOS_FAMILIARES,N_ALOJAMENTOS_FAM_CLASS_RHABITUAL,N_ALOJAMENTOS_FAM_CLASS_VAGOS_OU_RESID_SECUNDARIA,N_RHABITUAL_ACESSIVEL_CADEIRAS_RODAS,N_RHABITUAL_COM_ESTACIONAMENTO,N_RHABITUAL_PROP_OCUP,N_RHABITUAL_ARRENDADOS,N_AGREGADOS_DOMESTICOS_PRIVADOS,N_ADP_1_OU_2_PESSOAS,N_ADP_3_OU_MAIS_PESSOAS,N_NUCLEOS_FAMILIARES,N_NUCLEOS_FAMILIARES_COM_FILHOS_TENDO_O_MAIS_NOVO_MENOS_DE_25,N_INDIVIDUOS,N_INDIVIDUOS_H,N_INDIVIDUOS_M,N_INDIVIDUOS_0_14,N_INDIVIDUOS_15_24,N_INDIVIDUOS_25_64,N_INDIVIDUOS_65_OU_MAIS,SHAPE_Length,SHAPE_Area,lon,lat
568,166262,13121601006,13,1312,131216,131216010,10,6,1006,13121601006,1,11,11A,48,43,4,47,22,26,8,16,4,13,7,3,79,79,60,19,29,54,43,11,60,35,25,51,24,159,76,83,31,14,79,35,1604.81006242153,98462.3797473821,-8.68165236033457,41.16596415003844
569,166263,13120302011,13,1312,131203,131203020,20,11,2011,13120302011,1,11,11A,10,10,0,10,0,10,1,9,0,0,0,1,10,10,9,1,1,7,9,0,9,5,4,6,3,19,9,10,3,0,10,6,210.33637421057,2743.95444453454,-8.570856843783181,41.16742471448621
570,166264,13121002002,13,1312,131210,131210020,20,2,2002,13121002002,1,11,11A,53,40,13,51,41,12,10,42,0,0,1,48,150,150,107,43,16,1,34,66,107,81,26,59,21,213,99,114,17,21,113,62,505.107989835082,11642.5736103618,-8.620701951634596,41.16687838542765
571,166265,13121001701,13,1312,131210,131210017,17,1,1701,13121001701,1,11,11A,86,56,30,80,48,38,5,64,7,10,0,62,223,223,145,78,18,25,70,66,145,104,41,82,31,302,139,163,31,25,163,83,733.159584672283,25003.793279626,-8.617532177979017,41.166332694850496
572,166266,13120302103,13,1312,131203,131203021,21,3,2103,13120302103,1,11,11A,14,14,0,14,14,0,0,1,13,0,0,10,14,14,14,0,0,0,10,2,14,11,3,10,2,28,13,15,1,1,12,14,238.388951888405,1812.05369670507,-8.58094385795035,41.167305136233864
573,166267,13121001903,13,1312,131210,131210019,19,3,1903,13121001903,1,11,11A,38,18,19,38,8,30,3,32,2,0,1,32,107,106,80,26,4,16,42,31,81,63,18,50,15,158,72,86,12,9,89,48,598.598721717322,11086.186849557,-8.6111846772756,41.166568351831756
574,166268,13121001904,13,1312,131210,131210019,19,4,1904,13121001904,1,11,11A,43,35,8,42,7,36,12,30,0,1,0,41,91,91,63,28,5,4,30,25,63,40,23,43,20,146,74,72,20,17,83,26,443.246758298859,11174.7889907869,-8.610106197831936,41.16711360798023
575,166269,13121002003,13,1312,131210,131210020,20,3,2003,13121002003,1,11,11A,48,12,36,44,12,36,0,44,3,0,1,41,228,228,181,47,37,52,89,81,181,131,50,110,48,374,176,198,38,35,211,90,766.018625029715,37353.4008843109,-8.619176756533687,41.16665926955072
576,166270,13121003901,13,1312,131210,131210039,39,1,3901,13121003901,1,11,11A,3,0,3,1,0,3,0,3,0,0,0,0,28,28,28,0,3,0,2,25,28,21,7,18,10,59,24,35,8,7,30,14,192.57381584352,2219.27302967983,-8.613310474741711,41.16733791294173
577,166271,13121601010,13,1312,131216,131216010,10,10,1010,13121601010,1,11,11A,39,27,12,39,31,8,3,26,2,7,1,16,121,121,82,39,35,66,53,25,82,48,34,62,30,209,100,109,30,28,103,48,5312.52298577816,881604.166244225,-8.680073324048141,41.16988163425164
578,166272,13120301901,13,1312,131203,131203019,19,1,1901,13120301901,1,11,11A,21,19,2,21,18,3,0,3,16,2,0,20,37,37,28,9,1,6,15,12,28,20,8,17,8,60,32,28,4,7,31,18,341.821475521601,4571.10789260828,-8.580083641437273,41.17380920610448
579,166273,13121001312,13,1312,131210,131210013,13,12,1312,13121001312,1,11,11A,12,12,0,12,12,0,0,12,0,0,0,4,12,12,7,5,4,4,5,1,7,7,0,4,0,12,7,5,0,1,3,8,233.637463877804,3247.62129368438,-8.600386617583577,41.173700023578746
580,166274,13121002208,13,1312,131210,131210022,22,8,2208,13121002208,1,11,11A,3,0,3,2,0,3,0,3,0,0,0,0,39,39,38,1,10,0,0,37,38,18,20,30,17,109,48,61,20,17,54,18,399.360040022203,4677.7485590947,-8.596987943059828,41.1732169873977
581,166275,13121103407,13,1312,131211,131211034,34,7,3407,13121103407,1,11,11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271.26323476551,60276.228809577,-8.650559287867884,41.17205196673009
582,166276,13121600406,13,1312,131216,131216004,4,6,406,13121600406,1,11,11A,74,68,6,73,48,26,0,35,27,3,9,28,111,111,94,17,27,44,50,39,94,57,37,64,29,215,103,112,30,16,112,57,957.697672606082,31112.596988184,-8.659103447163583,41.17209975046085
583,166277,13120301107,13,1312,131203,131203011,11,7,1107,13120301107,1,11,11A,56,32,24,55,4,52,0,26,17,12,1,11,270,270,234,36,81,74,85,137,234,125,109,178,80,600,262,338,85,66,323,126,792.527352288471,34115.5583480839,-8.582095676895255,41.17328796160554
584,166278,13121600908,13,1312,131216,131216009,9,8,908,13121600908,1,11,11A,3,0,3,3,0,3,0,3,0,0,0,0,36,36,34,2,0,0,0,32,34,24,10,18,8,75,39,36,17,1,35,22,253.249347379064,3707.17009606215,-8.667040021434337,41.17354760172743
585,166279,13121001313,13,1312,131210,131210013,13,13,1313,13121001313,1,11,11A,12,12,0,12,12,0,0,8,4,0,0,1,12,12,12,0,5,7,10,0,12,9,3,4,0,21,11,10,0,1,13,7,227.610017289926,3126.21037558338,-8.599867616579546,41.17386769935554
586,166280,13121002503,13,1312,131210,131210025,25,3,2503,13121002503,1,11,11A,25,17,7,22,5,20,15,4,2,0,4,13,47,46,20,26,4,7,13,7,20,13,7,11,4,55,29,26,0,14,20,21,597.984338385731,19118.2968891974,-8.609448019532437,41.1734450504297
587,166281,13121600407,13,1312,131216,131216004,4,7,407,13121600407,1,11,11A,28,15,13,28,3,25,0,16,12,0,0,15,73,73,68,5,16,65,50,15,68,41,27,47,21,161,77,84,17,16,85,43,495.206625791775,16231.7732183286,-8.661261459491381,41.17346601956001
588,166300,13121602007,13,1312,131216,131216020,20,7,2007,13121602007,1,11,11A,38,38,0,38,38,0,1,37,0,0,0,5,38,38,29,9,13,25,27,1,29,11,18,23,14,82,41,41,12,11,38,21,657.098303070356,16021.3146245793,-8.670013617623573,41.16718064712344
589,166301,13121001905,13,1312,131210,131210019,19,5,1905,13121001905,1,11,11A,36,15,21,35,1,35,0,35,0,1,0,36,127,127,83,44,6,8,32,41,83,53,30,47,22,190,99,91,17,31,100,42,388.011668043463,8689.93493709263,-8.609942561285427,41.16790167923201
590,166302,13120301405,13,1312,131203,131203014,14,5,1405,13120301405,1,11,11A,42,30,12,41,30,12,13,16,9,3,1,5,282,282,228,54,112,63,172,37,228,158,70,143,46,480,219,261,46,35,238,161,746.659805639308,28422.3706646822,-8.585469629071595,41.16791542497886
591,166303,13121000501,13,1312,131210,131210005,5,1,501,13121000501,1,11,11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619.518963844222,21671.6576780324,-8.589315168856741,41.1676717398636
592,166304,13121102606,13,1312,131211,131211026,26,6,2606,13121102606,1,11,11A,15,0,15,15,0,15,0,13,1,0,1,14,90,90,78,12,2,3,51,22,78,49,29,56,24,181,80,101,18,22,85,56,549.807684110925,12224.0202492848,-8.655762129931684,41.16778536130636
593,166305,13121102607,13,1312,131211,131211026,26,7,2607,13121102607,1,11,11A,42,41,1,42,30,12,0,1,2,17,22,19,47,47,39,8,7,26,15,23,39,18,21,35,19,107,46,61,15,18,51,23,602.067400141725,16537.0557620782,-8.6594249724989,41.167264170679175
594,166306,13121100303,13,1312,131211,131211003,3,3,303,13121100303,1,11,11A,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,2,1,1,0,0,0,2,397.501264075939,5522.77037265884,-8.649210295348867,41.16774522456931
595,166307,13121004802,13,1312,131210,131210048,48,2,4802,13121004802,1,11,11A,34,18,15,33,8,26,1,28,4,0,1,12,143,142,115,27,28,68,69,39,115,73,42,76,26,270,123,147,19,30,131,90,646.908487526009,25064.6142546463,-8.602297070174783,41.167826344857666
596,166308,13121103102,13,1312,131211,131211031,31,2,3102,13121103102,1,11,11A,8,0,8,8,0,8,0,0,0,8,0,0,190,190,162,28,158,151,96,58,162,108,54,106,67,353,160,193,55,42,241,15,476.801638809857,13298.3462501009,-8.632546979324067,41.16788199296845
597,166309,13121102202,13,1312,131211,131211022,22,2,2202,13121102202,1,11,11A,24,24,0,24,24,0,10,14,0,0,0,24,25,25,14,11,6,2,4,10,14,12,2,8,1,24,11,13,1,0,10,13,357.515116647558,5708.90799178338,-8.645320569211757,41.16787352038203
598,166310,13121601108,13,1312,131216,131216011,11,8,1108,13121601108,1,11,11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5154.00843119683,167988.987131124,-8.686063089951679,41.162156723078084
599,166311,13121003904,13,1312,131210,131210039,39,4,3904,13121003904,1,11,11A,7,0,7,7,0,7,0,7,0,0,0,0,60,60,59,1,5,0,0,59,59,32,27,45,19,156,75,81,10,28,71,47,393.031293905978,5547.14803804035,-8.613204876646824,41.16799888826079
600,166312,13121103007,13,1312,131211,131211030,30,7,3007,13121103007,1,11,11A,7,0,6,7,0,7,0,7,0,0,0,0,56,55,54,1,2,0,0,52,54,22,32,53,29,179,87,92,32,25,90,32,655.203990230967,7698.95163330681,-8.638558655519496,41.167256283219395
601,166313,13121100401,13,1312,131211,131211004,4,1,401,13121100401,1,11,11A,42,31,11,42,30,12,5,32,5,0,0,10,82,82,67,15,15,28,48,13,67,35,32,55,24,174,78,96,16,23,93,42,645.139646625474,24801.0726052429,-8.627446614558353,41.167730419371765
602,166314,13121003905,13,1312,131210,131210039,39,5,3905,13121003905,1,11,11A,3,0,3,3,0,3,0,3,0,0,0,0,24,24,24,0,1,0,0,24,24,7,17,23,10,75,33,42,8,10,29,28,193.534874990522,1988.89592053659,-8.614401039139768,41.1682977340868
603,166523,13121000402,13,1312,131210,131210004,4,2,402,13121000402,1,11,11A,18,8,10,17,5,13,0,17,0,1,0,13,77,77,59,18,3,3,20,35,59,47,12,29,10,109,51,58,10,9,51,39,348.396307560928,5210.5561615322,-8.623953197247875,41.16752770756901
604,166524,13121102103,13,1312,131211,131211021,21,3,2103,13121102103,1,11,11A,4,0,4,4,0,4,0,0,4,0,0,4,93,93,81,12,48,80,63,11,81,53,28,59,29,193,85,108,27,22,90,54,473.080531771882,13000.8520446386,-8.650220295259329,41.16695709539751
605,166525,13121101202,13,1312,131211,131211012,12,2,1202,13121101202,1,11,11A,18,0,18,16,0,18,0,0,11,6,1,0,223,223,209,14,128,209,183,15,209,97,112,167,113,588,282,306,122,77,314,75,767.692504161841,33347.6798814409,-8.64566316072901,41.166793268803595
606,166526,13120302206,13,1312,131203,131203022,22,6,2206,13120302206,1,11,11A,37,28,9,36,20,17,2,28,6,1,0,13,75,75,57,18,9,24,34,19,57,31,26,49,17,144,71,73,12,12,97,23,586.352704221282,18187.8009427708,-8.577717096032895,41.167326250412614
607,166560,13120202014,13,1312,131202,131202020,20,14,2014,13120202014,1,11,11A,25,25,0,25,23,2,4,21,0,0,0,10,25,25,21,4,9,17,21,0,21,9,12,15,8,60,24,36,4,10,29,17,479.114740827272,12491.4603370327,-8.590241948917855,41.165521695626595
608,166561,13121102803,13,1312,131211,131211028,28,3,2803,13121102803,1,11,11A,33,33,0,33,33,0,0,33,0,0,0,33,33,33,33,0,11,1,20,6,33,22,11,25,4,74,33,41,1,3,38,32,365.369393167836,7240.90875781833,-8.639536688462426,41.16568898446583
609,166562,13120300310,13,1312,131203,131203003,3,10,310,13120300310,1,11,11A,12,9,3,12,10,2,8,4,0,0,0,4,29,29,20,9,0,6,9,10,20,12,8,15,7,44,22,22,7,4,25,8,471.034630023825,6876.2397737889,-8.567357194505963,41.166148017055605
610,166563,13121001802,13,1312,131210,131210018,18,2,1802,13121001802,1,11,11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509.424360442139,15317.4184793401,-8.614132300466524,41.16549253667653
611,166564,13121002304,13,1312,131210,131210023,23,4,2304,13121002304,1,11,11A,72,68,4,72,65,7,44,25,0,0,3,10,147,147,126,20,78,79,102,14,127,79,48,87,45,294,140,154,51,19,167,57,1279.99646057424,85121.4340075677,-8.621218841552228,41.17183549324713
612,166565,13121003003,13,1312,131210,131210030,30,3,3003,13121003003,1,11,11A,7,0,6,5,0,7,0,0,0,6,1,0,133,132,66,66,23,65,24,35,66,57,9,28,10,174,93,81,9,59,104,2,681.647087115242,29608.1977906379,-8.602366612261095,41.17307168520582
613,166566,13121000505,13,1312,131210,131210005,5,5,505,13121000505,1,11,11A,40,29,10,38,9,31,15,23,2,0,0,21,110,109,82,27,11,53,44,33,82,47,35,49,25,430,232,198,25,20,267,118,1441.07197036154,124760.524046128,-8.591117705933824,41.17127568522523
614,166567,13121600602,13,1312,131216,131216006,6,2,602,13121600602,1,11,11A,66,53,13,66,49,17,14,47,5,0,0,0,101,101,89,12,27,43,50,34,89,63,26,57,19,186,83,103,13,12,110,51,718.100662726621,19185.3452086058,-8.665422836087414,41.17245675639084
615,166568,13120301104,13,1312,131203,131203011,11,4,1104,13120301104,1,11,11A,37,20,17,35,25,12,6,13,11,7,0,20,111,111,86,25,8,22,55,22,86,61,25,65,20,193,92,101,18,14,82,79,1351.11450322698,98053.9048493479,-8.5798446849405,41.17231689276055
616,166569,13120301105,13,1312,131203,131203011,11,5,1105,13120301105,1,11,11A,31,31,0,31,11,20,20,7,2,2,0,2,31,31,26,5,8,23,22,1,26,20,6,16,4,53,25,28,3,3,24,23,430.735570402964,9103.911111871,-8.584287155388033,41.17318798312917
617,166570,13121001310,13,1312,131210,131210013,13,10,1310,13121001310,1,11,11A,28,28,0,28,28,0,1,20,3,4,0,5,28,28,24,4,3,15,19,4,24,13,11,18,9,61,30,31,4,9,32,16,1098.69990193033,41045.603168643,-8.600381528034152,41.172123509302274
618,166571,13121102909,13,1312,131211,131211029,29,9,2909,13121102909,1,11,11A,5,5,0,5,5,0,3,0,2,0,0,0,5,5,5,0,0,4,5,0,5,2,3,4,2,12,6,6,2,1,5,4,179.230507528728,1716.87456813284,-8.656500911318188,41.17337126427524
619,166572,13120301106,13,1312,131203,131203011,11,6,1106,13120301106,1,11,11A,4,4,0,4,0,4,1,3,0,0,0,0,4,4,3,1,1,3,2,0,3,1,2,2,1,8,5,3,2,0,4,2,173.653126361321,1781.19019393617,-8.583244780041117,41.17379901001784
620,166573,13121100701,13,1312,131211,131211007,7,1,701,13121100701,1,11,11A,8,0,8,5,0,8,0,0,8,0,0,8,364,364,319,45,221,193,245,48,319,199,120,215,116,714,338,376,90,87,430,107,755.004413503822,33047.1730148722,-8.634043688354488,41.17245476473368
621,166574,13121001311,13,1312,131210,131210013,13,11,1311,13121001311,1,11,11A,14,14,0,14,14,0,0,12,2,0,0,5,14,14,12,2,5,11,11,1,12,8,4,8,2,28,13,15,0,3,13,12,318.700017646351,6163.52456024137,-8.598620703718844,41.17348579776086
622,166578,13120301108,13,1312,131203,131203011,11,8,1108,13120301108,1,11,11A,16,16,0,16,1,15,4,11,1,0,0,3,16,16,12,4,3,12,10,0,12,4,8,9,5,34,16,18,3,4,15,12,571.043781771165,9312.14702612913,-8.584574357283673,41.17359411993727
623,166579,13121001314,13,1312,131210,131210013,13,14,1314,13121001314,1,11,11A,7,7,0,7,7,0,0,7,0,0,0,4,7,7,5,2,0,0,3,2,5,3,2,3,1,11,6,5,1,0,7,3,181.097122457343,1525.97522111042,-8.599492851346081,41.173991119756735
624,166580,13120301902,13,1312,131203,131203019,19,2,1902,13120301902,1,11,11A,8,6,2,8,8,0,0,2,4,2,0,8,29,29,23,6,3,1,2,19,23,19,4,13,4,41,19,22,3,2,21,15,1749.71487019636,104955.777994122,-8.576596656228208,41.172315582609315
625,166581,13121101801,13,1312,131211,131211018,18,1,1801,13121101801,1,11,11A,20,0,20,20,0,20,0,19,0,1,0,20,169,169,156,13,3,1,2,153,156,81,75,121,62,435,196,239,70,60,217,88,689.02659097015,15331.2723517662,-8.641251306024035,41.173403347987616
626,166582,13121600504,13,1312,131216,131216005,5,4,504,13121600504,1,11,11A,39,27,12,39,27,12,0,18,19,1,1,7,111,111,93,18,13,49,59,32,93,60,33,59,25,208,94,114,27,23,105,53,666.284826426047,17123.4971402822,-8.66323401391889,41.17295492731517
627,166583,13121103408,13,1312,131211,131211034,34,8,3408,13121103408,1,11,11A,61,58,3,60,34,27,2,53,5,0,1,23,122,122,101,21,23,53,58,35,101,69,32,69,31,230,100,130,26,25,111,68,733.838744160962,27216.6673380791,-8.653512776681554,41.17301590357597
628,166584,13120301903,13,1312,131203,131203019,19,3,1903,13120301903,1,11,11A,53,40,13,52,26,27,0,2,50,1,0,53,152,152,132,20,34,69,102,25,132,98,34,90,18,278,130,148,17,19,107,135,934.556223924562,25214.6344976114,-8.57828133123095,41.17418750827492
629,166585,13121101701,13,1312,131211,131211017,17,1,1701,13121101701,1,11,11A,3,0,3,3,0,3,0,0,0,3,0,0,76,76,72,4,71,72,64,3,72,34,38,54,43,188,91,97,44,21,115,8,403.385601052962,8993.61046128004,-8.637420394586176,41.173797077657255
630,166586,13121102506,13,1312,131211,131211025,25,6,2506,13121102506,1,11,11A,4,0,4,4,0,4,0,0,4,0,0,0,60,60,54,6,49,54,39,8,54,33,21,35,20,126,54,72,11,23,67,25,336.969192543439,7083.85378651061,-8.653471670401055,41.16733203422099
631,166587,13120302015,13,1312,131203,131203020,20,15,2015,13120302015,1,11,11A,12,9,3,12,8,4,0,9,3,0,0,4,44,44,40,4,1,5,6,30,40,31,9,19,6,78,32,46,4,6,37,31,694.934689437418,10987.4716974612,-8.575799224439605,41.166926092931014
632,166588,13121102104,13,1312,131211,131211021,21,4,2104,13121102104,1,11,11A,7,0,7,7,0,7,0,0,7,0,0,7,210,210,196,14,124,196,168,20,196,104,92,160,88,518,233,285,57,98,244,119,538.028790582824,17202.9587753901,-8.65193222422902,41.16712381536233
633,166589,13121602006,13,1312,131216,131216020,20,6,2006,13121602006,1,11,11A,34,34,0,34,31,3,0,34,0,0,0,3,34,34,27,7,7,10,24,1,27,13,14,20,13,73,40,33,18,8,34,13,435.768440847272,7906.69282620525,-8.668823921374615,41.16693504554414
634,166590,13121601904,13,1312,131216,131216019,19,4,1904,13121601904,1,11,11A,25,25,0,25,21,4,0,23,0,0,2,3,25,25,22,3,7,11,20,1,22,9,13,19,10,63,28,35,11,9,32,11,408.944224465949,6933.30791528406,-8.668291689985717,41.1670338678108
635,166591,13120302016,13,1312,131203,131203020,20,16,2016,13120302016,1,11,11A,25,25,0,25,15,10,6,4,5,10,0,0,25,25,23,2,2,10,19,3,23,18,5,12,3,43,22,21,3,1,24,15,341.332059742268,5970.17725738246,-8.573444244630615,41.167984052213015
636,166592,13120302017,13,1312,131203,131203020,20,17,2017,13120302017,1,11,11A,27,27,0,27,26,1,11,16,0,0,0,4,27,27,22,5,4,18,18,2,22,11,11,18,6,56,29,27,3,4,35,14,569.185184346096,7786.99018025414,-8.573299780167607,41.167735386998054
637,166593,13121102507,13,1312,131211,131211025,25,7,2507,13121102507,1,11,11A,2,0,2,2,0,2,0,0,2,0,0,0,51,51,45,6,45,45,36,8,45,25,20,36,20,116,49,67,21,14,64,17,395.725565204528,9099.26727027563,-8.654451594807208,41.16751525008884
638,166594,13121004901,13,1312,131210,131210049,49,1,4901,13121004901,1,11,11A,36,12,24,31,13,23,4,30,2,0,0,5,226,226,182,44,13,71,65,108,182,134,48,97,39,359,155,204,28,43,194,94,635.405783964742,15525.501096753,-8.608787366035715,41.16734406128319
639,166595,13121103006,13,1312,131211,131211030,30,6,3006,13121103006,1,11,11A,24,23,1,24,19,5,5,18,1,0,0,9,27,27,20,7,6,3,6,14,20,15,5,8,5,39,13,26,4,4,19,12,322.648310474394,6575.05757916756,-8.637619711890357,41.16759348885351
640,166596,13120301404,13,1312,131203,131203014,14,4,1404,13120301404,1,11,11A,21,16,5,21,18,3,15,0,4,1,1,11,64,64,41,23,9,24,25,9,41,27,14,31,12,90,42,48,7,10,47,26,479.158712480183,9548.90520973018,-8.582915264042336,41.16807130840606
641,166597,13120302109,13,1312,131203,131203021,21,9,2109,13120302109,1,11,11A,17,13,4,16,15,2,3,11,1,2,0,13,39,39,32,7,6,12,15,16,32,21,11,21,10,78,43,35,14,7,44,13,386.080974234855,10435.1118039412,-8.578930943051338,41.1678747775964
642,166598,13121004902,13,1312,131210,131210049,49,2,4902,13121004902,1,11,11A,36,22,14,32,22,14,0,36,0,0,0,24,114,114,75,39,6,28,30,37,75,49,26,44,21,160,69,91,16,15,94,35,382.003128612637,6817.3978284824,-8.608127768311157,41.1676545181062
643,166599,13121004801,13,1312,131210,131210048,48,1,4801,13121004801,1,11,11A,1,0,1,1,0,1,0,0,0,1,0,0,32,32,28,4,27,27,24,1,28,15,13,20,12,68,34,34,19,1,38,10,871.779056831619,38727.0521037893,-8.599614185211788,41.167717975071234
644,166600,13120302110,13,1312,131203,131203021,21,10,2110,13120302110,1,11,11A,6,4,2,6,3,3,3,2,1,0,0,3,17,17,13,4,0,0,8,4,13,12,1,4,1,21,12,9,3,0,7,11,189.794957641222,1731.58372874179,-8.58167075479236,41.1682535677336
645,166601,13120302111,13,1312,131203,131203021,21,11,2111,13120302111,1,11,11A,14,9,5,14,9,5,6,7,0,0,1,9,57,57,42,15,12,36,33,5,42,28,14,30,11,96,44,52,9,10,46,31,391.916088583316,8050.92066146339,-8.580733411503365,41.168062948312695
646,166609,13121002504,13,1312,131210,131210025,25,4,2504,13121002504,1,11,11A,31,25,5,26,19,12,4,20,3,4,0,20,131,130,94,36,71,86,39,47,95,76,19,43,16,184,87,97,11,41,113,19,912.187719207515,30854.158309287,-8.607671587077936,41.17395603863609
647,166610,13121001201,13,1312,131210,131210012,12,1,1201,13121001201,1,11,11A,56,32,24,55,13,43,3,41,10,2,0,27,306,306,231,75,91,147,111,100,231,181,50,119,42,440,208,232,37,31,252,120,1167.34715666793,45173.1192691432,-8.590127050142053,41.172895127300045
648,166611,13121003202,13,1312,131210,131210032,32,2,3202,13121003202,1,11,11A,22,10,12,21,12,10,0,15,5,1,1,15,305,305,238,67,165,215,134,85,238,184,54,119,55,473,216,257,47,62,272,92,752.31355654313,32876.1059957967,-8.588066140799002,41.17367080148102
649,166612,13121600909,13,1312,131216,131216009,9,9,909,13121600909,1,11,11A,39,39,0,39,30,9,0,2,2,29,6,0,40,40,34,6,17,31,24,8,34,8,26,31,22,128,52,76,31,24,66,7,681.297257510454,22569.4651630109,-8.672873864812656,41.173308741887105
650,166613,13121600505,13,1312,131216,131216005,5,5,505,13121600505,1,11,11A,51,37,13,51,38,13,3,40,5,1,2,10,126,125,99,26,16,72,62,32,99,62,37,67,29,242,106,136,21,27,123,71,669.60520568278,25332.9379475914,-8.664006986716558,41.17360097171649
651,166614,13121102911,13,1312,131211,131211029,29,11,2911,13121102911,1,11,11A,18,13,5,18,13,5,13,0,0,0,5,12,94,94,60,34,35,0,2,49,60,41,19,42,6,136,61,75,13,3,73,47,619.820352604208,16475.4359409453,-8.658154024129312,41.17343434603573
652,166615,13121100304,13,1312,131211,131211003,3,4,304,13121100304,1,11,11A,20,16,4,20,16,4,1,15,3,1,0,17,117,117,99,18,82,88,62,28,99,62,37,67,38,230,101,129,36,26,128,40,758.415870437782,32757.3917117764,-8.647674207381005,41.16766571544703
653,166616,13121102203,13,1312,131211,131211022,22,3,2203,13121102203,1,11,11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958.904440713295,20931.8689169227,-8.640992051405197,41.16710971495794
654,166617,13121102508,13,1312,131211,131211025,25,8,2508,13121102508,1,11,11A,7,0,7,7,0,7,0,7,0,0,0,0,54,54,49,5,1,1,31,18,49,29,20,37,15,119,57,62,9,12,66,32,335.146016500697,7584.27226567754,-8.653126882337563,41.16807993675483
655,166618,13121100402,13,1312,131211,131211004,4,2,402,13121100402,1,11,11A,20,20,0,20,20,0,2,12,1,5,0,7,21,21,18,3,8,10,12,3,18,13,5,10,6,37,12,25,5,3,21,8,363.533168750465,5148.77602827792,-8.629392100572279,41.16810251370677
656,166619,13121601007,13,1312,131216,131216010,10,7,1007,13121601007,1,11,11A,9,5,4,9,4,5,2,3,1,2,1,3,38,38,32,6,26,31,29,1,32,13,19,25,11,90,50,40,16,7,47,20,1082.29568647802,48558.5050926064,-8.687058238291858,41.16710856754176
657,166620,13121002102,13,1312,131210,131210021,21,2,2102,13121002102,1,11,11A,31,26,5,31,9,22,12,14,4,1,0,12,72,72,52,20,8,32,28,17,52,34,18,33,14,115,50,65,15,12,59,29,560.732773404803,18420.0148705299,-8.593278201821255,41.16800308368952
658,166621,13120302207,13,1312,131203,131203022,22,7,2207,13120302207,1,11,11A,21,21,0,21,19,2,6,10,3,2,0,11,23,23,17,6,4,6,7,8,17,9,8,15,6,44,19,25,3,6,24,11,456.086548754908,12075.6377536731,-8.577645191394543,41.16832031979319
659,166622,13121601905,13,1312,131216,131216019,19,5,1905,13121601905,1,11,11A,19,19,0,19,0,19,0,0,12,7,0,0,20,20,20,0,4,20,19,1,20,7,13,19,9,55,27,28,8,4,33,10,645.87177855197,15776.5477904962,-8.661791262575354,41.16720515937909
660,166623,13120301406,13,1312,131203,131203014,14,6,1406,13120301406,1,11,11A,6,0,6,5,0,6,0,0,6,0,0,3,106,106,82,24,32,11,68,8,82,58,24,47,14,168,77,91,7,10,79,72,730.510646379351,17689.3017195109,-8.586998579805057,41.16810073722722
661,166624,13121102608,13,1312,131211,131211026,26,8,2608,13121102608,1,11,11A,4,0,4,3,0,4,0,3,0,0,1,3,29,29,28,1,0,0,18,5,28,14,14,20,9,72,38,34,9,4,44,15,283.343010821673,4148.87556232744,-8.653971201267025,41.168261520773406
662,166625,13121005003,13,1312,131210,131210050,50,3,5003,13121005003,1,11,11A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396.046477579645,8824.63223501153,-8.62009153536954,41.16807681837179
